flow,product,component,AlAndAlAlloys,CuAndCuAlloys,MaterialShadowWEEE,aggregateBinderMixedMaterials,bitumen,carbon,ceramicComposites,concrete,ferrousMetals,glass,glassAndCeramics,ironWroughtAndCast,non-ferrousMetals,oil4,otherFerrousAlloys,otherMetalsAndMetalAlloys,otherMinerals,otherOrUndefinedMaterials,otherOrganics,plasticComposites,plastics,polymerPA6GF30,polymerPPGF30,polymerPPTF20,polymerPPTF30,reinforcedPlastics,sand,steelAndSteelAlloys,undefinedAndMixedMaterials,wood,total
WEEE_generatedDedicated,WEEE_Cat1,electricEngine,0.40672631658962,0.163232553973051,,,,0.128837995371857,,,0.524786019139036,,,,,,,,,,0.341280956440815,,0.198297827536369,,,,,,,,,,1.763161669050748
WEEE_generatedDedicated,WEEE_Cat1,filterFoamBased,,,,,,,,,,,,,,,,,,,,,0.507172521918604,,,,,,,,,,0.507172521918604
WEEE_generatedDedicated,WEEE_Cat1,gear,,,,,,,,,,,,,,,,,,,,,0.105458054178769,,,,,,,,,,0.105458054178769
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,,0.312755251917728,,,,,,,,,,,,,,,,0.147165060196979,,,0.394607985705206,,,,,,,0.50172572430044,,,1.356254022120353
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,0.554109443994355,0.178040895746203,,,,,,,0.157150021935279,,,,,,,0.511901978447208,,,,,0.242704487634628,,,,,,,0.146118122242436,0.244304364267008,,2.034329314267117
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEheatSink,0.431440610230142,0.291554185752015,,,,,,,0.16152988716905,,,,,,,0.0043685025488064,,,,,0.375810019074444,,,,,,,,0.0874815428112745,,1.3521847475857318
WEEE_generatedDedicated,WEEE_Cat1,inductor,,0.238380493328674,,,,,,,0.535689591804963,,,,,,,,,,,,0.58972053057557,,,,,,,,,,1.363790615709207
WEEE_generatedDedicated,WEEE_Cat1,keyboard,0.494486316657803,0.0019989424865928,,,,,,,0.474667510009872,,,,,,,0.159438917820019,,,,,0.312125882515849,,,,,,,,0.302693374641143,,1.745410944131279
WEEE_generatedDedicated,WEEE_Cat1,knob,0.504358560727214,,,,,,,,0.404832624050855,,,,,,,,,,,,0.0214513285898761,,,,,,,,,,0.930642513367945
WEEE_generatedDedicated,WEEE_Cat1,lenseAssembly,0.115982035806195,0.346708704606861,,,,,,,0.0648372236971729,0.213912467664848,,,,,,,,,,,0.104682597181269,,,,,,,,0.465582644773251,,1.311705673729597
WEEE_generatedDedicated,WEEE_Cat1,lightingFlash,0.264861213157415,0.541482009566494,,,,,,,0.498815062949334,0.196880098895923,,,,,,,,,,,0.578715839765081,,,,,,,,0.40541079855393,,2.486165022888177
WEEE_generatedDedicated,WEEE_Cat1,magnetPermanent,,,,,,,,,,,,,,,,,,0.141233408819057,,,,,,,,,,,,,0.141233408819057
WEEE_generatedDedicated,WEEE_Cat1,mainboardInclCPUgpu,0.508738694528879,0.37602869891843,,,,,,,0.14239415440488,,,,,,,0.0930650793887151,,,,,0.125682952455727,,,,,,,,0.460707438328207,,1.7066170180248381
WEEE_generatedDedicated,WEEE_Cat1,non-electricCoil,0.470678844213066,,,,,,,,0.266624910696931,,,,,,,,,,,,0.438370143652404,,,,,,,,,,1.1756738985624011
WEEE_generatedDedicated,WEEE_Cat1,onOffSwitch,,0.507481954707078,,,,,,,,,,,,,,,,,,,0.436933224115014,,,,,,,,,,0.944415178822092
WEEE_generatedDedicated,WEEE_Cat1,otherElectricCompUnspecified,0.444745525384212,0.311593846658273,,,,,,,0.480606153363067,0.407062776350518,,,,,,0.269988500169759,,0.278057900482531,,,0.344680842516935,,,,,,,,0.442818161403282,,2.979553706328577
WEEE_generatedDedicated,WEEE_Cat1,otherNonElectricCompUnspecified,0.265380922263654,0.0151704206046068,,,,,,,0.313482517433275,,,,,,,,,,,,0.344454430736234,,,,,,,0.0252383180847587,0.147841013713652,,1.1115676228361806
WEEE_generatedDedicated,WEEE_Cat1,passiveJunctionBox,,0.310248433099373,,,,,,,,,,,,,,,,0.098234736010276,,,0.040465519953017,,,,,,,,,,0.448948689062666
WEEE_generatedDedicated,WEEE_Cat1,pcbWEEECat,,,,,,,,,,,,,,,,,,,,,0.157120132893633,,,,,,,,,,0.157120132893633
WEEE_generatedDedicated,WEEE_Cat1,powerSupply,0.073529015496559,0.112461455592206,,,,,,,0.0084021805825039,,,,,,,0.310112600348086,,,,,0.350739639245437,,,,,,,,0.51477900121842,,1.370023892483212
WEEE_generatedDedicated,WEEE_Cat1,pump,,,,,,,,,,,,0.267180823601844,,,,,,,,,,,,,,,,0.44579684439712,,,0.7129776679989639
WEEE_generatedDedicated,WEEE_Cat1,refrigerant,,,,,,,,,,,,,,,,,,0.52051062212229,,,,,,,,,,,,,0.52051062212229
WEEE_generatedDedicated,WEEE_Cat1,remoteControl,0.270671796459676,0.49589677114213,,,,,,,0.0093197634025475,,,,,,,,,0.114965611856909,,,0.364678071523644,,,,,,,,0.425108642241517,,1.6806406566264234
WEEE_generatedDedicated,WEEE_Cat1,rotor,,,,,,,,,0.528706862728311,,,,,,,,,,,,0.126357327843456,,,,,,,,,,0.655064190571767
WEEE_generatedDedicated,WEEE_Cat1,screw,,0.505895976439408,,,,,,,0.158505798219996,,,,,,,,,,,,,,,,,,,,,,0.664401774659404
WEEE_generatedDedicated,WEEE_Cat1,sensorUnspecified,,,,,,,,,0.549998288424699,,,,,,,,,,,,0.533117500453651,,,,,,,,,,1.08311578887835
WEEE_generatedDedicated,WEEE_Cat1,shadowComponentWEEE,,0.409685904653276,,,0.170906109348873,,0.044258041732255,0.430798018282269,,0.335112674662781,,0.592563595598625,,0.558184455379847,,0.543245761574736,,0.454073742561651,0.215302031017177,0.220669162447786,0.0659681035737365,,,,,0.211537305882716,0.548695048057384,0.449741136078022,,,5.250741090851135
WEEE_generatedDedicated,WEEE_Cat1,speakerEEE2,0.0657834221649198,0.43210687991117,,,,,,,0.0706605502186669,,,,,,,0.130850546881119,,,,,0.0641667328087324,,,,,,,,0.205031978563506,,0.968600110548114
WEEE_generatedDedicated,WEEE_Cat1,transformator,,0.170684164764288,,,,,,,0.466116823934295,,,,,,,,,,,,,,,,,,,,,,0.636800988698583
WEEE_generatedDedicated,WEEE_Cat1,transmission,0.00627438824771,,,,,,,,0.344782718725626,,,,,,,,,,,,0.343968897831584,,,,,,,,,,0.6950260048049199
WEEE_generatedDedicated,WEEE_Cat1,transmitter,,0.381585129322156,,,,,,,0.109056009150873,,,,,,,,,,,,0.0825512648571943,,,,,,,,,,0.5731924033302233
WEEE_generatedDedicated,WEEE_Cat1,wheel,,,,,,,,,0.484364501973958,,,,,,,,,,,,0.334271999649158,0.550285267914653,,0.0555677224024441,0.0550808975470036,,,,,,1.4795703894872168
WEEE_generatedDedicated,WEEE_Cat2,ComponentShadowWEEE,0.49266208468019,0.593246847565543,0.0723565224979113,0.0759131343305318,,,,,0.335410395152144,0.542193369977618,0.220058102213907,,0.122690810627533,,,0.0975481969150934,0.0335145396192743,0.0242796462836071,0.139020026600573,,0.479280707880776,,,,,,,,0.482550566552988,0.0464524432991479,3.7571773941968374
WEEE_generatedDedicated,WEEE_Cat2,ConductivitySensor,,0.121266725087314,,,,,,,0.177292207943871,,,,,,,,,,,,,,,,,,,,,,0.29855893303118497
WEEE_generatedDedicated,WEEE_Cat2,LidarSensor (&lt;15cm),0.177416059103111,0.180611653070709,,,,,,,0.061254619544673,0.554935234574108,,,,,,,,,,,0.0884548469985483,,,,,,,,,,1.0626724132911494
WEEE_generatedDedicated,WEEE_Cat2,MagnetSensor,,0.427154746859848,,,,,,,0.062322093390315,,,,,,,,,,,,0.0629113070550937,,,,,,,,,,0.5523881473052568
WEEE_generatedDedicated,WEEE_Cat2,PCBWEEECat,,,,,,,,,,,,,,,,,,0.0735229326373096,,,,,,,,,,,,,0.0735229326373096
WEEE_generatedDedicated,WEEE_Cat2,PCBunspecified,,,,,,,,,0.397852146178971,,,,,,,,,,,,,,,,,,,,,,0.397852146178971
WEEE_generatedDedicated,WEEE_Cat2,PVBacksheet,,,,,,,,,,,,,,,,,,,,0.189869453249868,0.0625668484523798,,,,,,,,,,0.2524363017022478
WEEE_generatedDedicated,WEEE_Cat2,PVEncapsulationEVA,,,,,,,,,,,,,,,,,,,,,0.121000459934092,,,,,,,,,,0.121000459934092
WEEE_generatedDedicated,WEEE_Cat2,PVFrameAl,,0.065626973020656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.065626973020656
WEEE_generatedDedicated,WEEE_Cat2,PVSolarGlass,,,,,,,,,,0.432852452909101,,,,,,,,,,,,,,,,,,,,,0.432852452909101
WEEE_generatedDedicated,WEEE_Cat2,PVcellSi,,,,,,,,,,,,,,,,,,0.289121540889553,,,,,,,,,,,,,0.289121540889553
WEEE_generatedDedicated,WEEE_Cat2,WEEEEvaporator,,0.481785579630091,,,,,,,,,,,,,,,,,,,,,,,,,,0.292686650306825,,,0.774472229936916
WEEE_generatedDedicated,WEEE_Cat2,brush,0.172639562392836,,,,,,,,0.0029836975669199,,,,,,,,,,,,0.126686050873207,,,,,,,,,,0.3023093108329629
WEEE_generatedDedicated,WEEE_Cat2,cableUnspecified,0.0222440189791436,0.311511375750649,,,,,,,0.417890031051782,,,,,,,,,,,,0.581029166528625,,,,,,,,,,1.3326745923101995
WEEE_generatedDedicated,WEEE_Cat2,cableWPlug,0.499191028585239,,,,,,,,0.10263610467036,,,,,,,,,,,,0.118866307577399,,,,,,,,,,0.720693440832998
WEEE_generatedDedicated,WEEE_Cat2,cableWithConnector,,0.541527943057494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.541527943057494
WEEE_generatedDedicated,WEEE_Cat2,cables,,,,,,,,,,,,,,,,,,0.522894820528757,,,,,,,,,,,,,0.522894820528757
WEEE_generatedDedicated,WEEE_Cat2,cablewire,0.407794497247371,0.295675047942997,,,,,,,0.575474589470304,,,,,,,,,,,,0.346297339850658,,,,,,,,,,1.6252414745113302
WEEE_generatedDedicated,WEEE_Cat2,capElectrolytic,,0.349927321733285,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18801811808215,,0.537945439815435
WEEE_generatedDedicated,WEEE_Cat2,casingPlasticBased,0.0461892281192054,0.100036273370736,,,,,,,0.265314255413685,,,,,,,,,,0.146471586187104,,0.147677277006431,0.489859466726156,0.205013743307005,,0.575141762428502,,,,0.416637569675112,,2.3923411622339366
WEEE_generatedDedicated,WEEE_Cat2,casingSteelBased,,,,,,,,,0.0797961035744631,,,,,,,,,,,,,,,,,,,,,,0.0797961035744631
WEEE_generatedDedicated,WEEE_Cat2,casingUnspecified,0.488365716813927,0.133077413713178,,,,,,,0.41025825313858,0.0274554940683963,,,,,,0.564194570958443,,,,,0.463673372870647,,,,,,,,0.222250619985376,,2.3092754415485475
WEEE_generatedDedicated,WEEE_Cat2,compressor,,0.0343350463334036,,,,,,,,0.485670523502434,,,,,0.529980743830417,,,0.244433523370551,,,0.553634263308968,,,,,,,0.0280701492656154,,,1.8761242496113892
WEEE_generatedDedicated,WEEE_Cat2,displayCRT,0.589646512287287,,,,,,,,,0.546827291630958,,,,,,,,,,,,,,,,,,,,,1.136473803918245
WEEE_generatedDedicated,WEEE_Cat2,displayLCD,0.0587789238897795,0.469870224567984,,,,,,,0.312137825968609,0.417051921800957,,,,,,,,,,,0.444600988707332,,,,,,,,0.0785550488270692,,1.7809949337617308
WEEE_generatedDedicated,WEEE_Cat2,displayOther,0.365520448334219,0.398992848723271,,,,,,,0.184902395447331,0.293910907406538,,,,,,0.401457268183553,,,,,0.341523436117414,,,,,,,,0.547268221368085,,2.533575525580411
WEEE_generatedDedicated,WEEE_Cat2,driveCDDInt,0.184290660686097,0.337636572063409,,,,,,,0.595957478472829,,,,,,,0.475234083607219,,,,,0.492888927871001,,,,,,,,0.0669907415123232,,2.152998464212878
WEEE_generatedDedicated,WEEE_Cat2,driveFDD,0.0411810828480603,,,,,,,,0.223961838629412,,,,,,,,,,,,,,,,,,,,,,0.2651429214774723
WEEE_generatedDedicated,WEEE_Cat2,driveHDD,0.180369711851129,0.435955496951472,,,,,,,0.316978192786693,,,,,,,0.317907018180867,,,,,0.328739641392048,,,,,,,,0.168513603368802,,1.748463664531011
WEEE_generatedDedicated,WEEE_Cat2,driveUnspecified,,0.461071391569749,,,,,,,0.316027748153431,,,,,,,,,,,,0.168574413152903,,,,,,,,0.525147385969182,,1.4708209388452649
WEEE_generatedDedicated,WEEE_Cat2,electricEngine,0.117512841115281,0.489058581315869,,,,0.37468990920909,,,0.25207644805237,,,,,,,,,,0.356335647265146,,0.213300123139178,,,,,,,,,,1.802973550096934
WEEE_generatedDedicated,WEEE_Cat2,filterFoamBased,,,,,,,,,,,,,,,,,,,,,0.5361947637865,,,,,,,,,,0.5361947637865
WEEE_generatedDedicated,WEEE_Cat2,gear,,,,,,,,,,,,,,,,,,,,,0.110103852690663,,,,,,,,,,0.110103852690663
WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEairCondenser,,0.462659642453636,,,,,,,,,,,,,,,,0.291298869425414,,,0.58875502326287,,,,,,,0.0138764227881439,,,1.3565899579300638
WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEfan,0.216526433028985,0.0460722949194188,,,,,,,0.0831845390218238,,,,,,,0.260919684026295,,,,,0.43185096251758,,,,,,,0.459372379162797,0.0945612579959355,,1.5924875506728349
WEEE_generatedDedicated,WEEE_Cat2,heatingCoolingEEEheatSink,0.381832548501839,0.0586684768136641,,,,,,,0.24065547567818,,,,,,,0.291375160919395,,,,,0.116067087302305,,,,,,,,0.0022720728462798,,1.090870822061663
WEEE_generatedDedicated,WEEE_Cat2,inductor,,0.229914394592171,,,,,,,0.152973883941618,,,,,,,,,,,,0.578640457556488,,,,,,,,,,0.961528736090277
WEEE_generatedDedicated,WEEE_Cat2,keyboard,0.407809703893012,0.0336226921510684,,,,,,,0.286637522450409,,,,,,,0.115266904114693,,,,,0.185409093273758,,,,,,,,0.0732585692743076,,1.102004485157248
WEEE_generatedDedicated,WEEE_Cat2,knob,0.444315054443648,,,,,,,,0.294719427561609,,,,,,,,,,,,0.570518652638034,,,,,,,,,,1.309553134643291
WEEE_generatedDedicated,WEEE_Cat2,lenseAssembly,0.0796260948707899,0.474392100767741,,,,,,,0.116710270101259,0.365761647403155,,,,,,,,,,,0.203987139319399,,,,,,,,0.593343274708553,,1.833820527170897
WEEE_generatedDedicated,WEEE_Cat2,lightingFlash,0.339358566125334,0.177064043677699,,,,,,,0.308483246934004,0.123620627586716,,,,,,,,,,,0.246533665325579,,,,,,,,0.15916857460397,,1.354228724253302
WEEE_generatedDedicated,WEEE_Cat2,magnetPermanent,,,,,,,,,,,,,,,,,,0.260959250973903,,,,,,,,,,,,,0.260959250973903
WEEE_generatedDedicated,WEEE_Cat2,mainboardInclCPUgpu,0.539601216626777,0.493955623925958,,,,,,,0.284935566342187,,,,,,,0.0667961882314478,,,,,0.506867675196294,,,,,,,,0.408811546929414,,2.3009678172520776
WEEE_generatedDedicated,WEEE_Cat2,non-electricCoil,0.0708288943057186,,,,,,,,0.0808620496294198,,,,,,,,,,,,0.375214646743758,,,,,,,,,,0.5269055906788964
WEEE_generatedDedicated,WEEE_Cat2,onOffSwitch,,0.418452521026864,,,,,,,,,,,,,,,,,,,0.31064562651796,,,,,,,,,,0.7290981475448239
WEEE_generatedDedicated,WEEE_Cat2,otherElectricCompUnspecified,0.582299311583459,0.147537825907933,,,,,,,0.520601762783613,0.0735124663809688,,,,,,0.369102112386231,,0.0852224484871496,,,0.122029203102325,,,,,,,,0.34018051471382,,2.2404856453454998
WEEE_generatedDedicated,WEEE_Cat2,otherNonElectricCompUnspecified,0.481641262323518,0.118208614761822,,,,,,,0.429106790345204,,,,,,,,,,,,0.0098835275503702,,,,,,,0.0164641077998162,0.590265225551864,,1.6455695283325942
WEEE_generatedDedicated,WEEE_Cat2,passiveJunctionBox,,0.313332831384656,,,,,,,,,,,,,,,,0.34857144649276,,,0.537889441271336,,,,,,,,,,1.199793719148752
WEEE_generatedDedicated,WEEE_Cat2,pcbWEEECat,,,,,,,,,,,,,,,,,,,,,0.102015129811594,,,,,,,,,,0.102015129811594
WEEE_generatedDedicated,WEEE_Cat2,powerSupply,0.508570912460685,0.207629699501702,,,,,,,0.254650471825291,,,,,,,0.134755973969811,,,,,0.0313340707980756,,,,,,,,0.232842928027706,,1.3697840565832706
WEEE_generatedDedicated,WEEE_Cat2,pump,,,,,,,,,,,,0.145660669451989,,,,,,,,,,,,,,,,0.394218753601924,,,0.539879423053913
WEEE_generatedDedicated,WEEE_Cat2,refrigerant,,,,,,,,,,,,,,,,,,0.138846799961578,,,,,,,,,,,,,0.138846799961578
WEEE_generatedDedicated,WEEE_Cat2,remoteControl,0.515296463637183,0.532101955458167,,,,,,,0.0074089164456535,,,,,,,,,0.132544890199341,,,0.346954114447646,,,,,,,,0.329415824692914,,1.8637221648809044
WEEE_generatedDedicated,WEEE_Cat2,rotor,,,,,,,,,0.221713342859101,,,,,,,,,,,,0.571284415035306,,,,,,,,,,0.792997757894407
WEEE_generatedDedicated,WEEE_Cat2,screw,,0.290224521535767,,,,,,,0.299030172935351,,,,,,,,,,,,,,,,,,,,,,0.589254694471118
WEEE_generatedDedicated,WEEE_Cat2,sensorUnspecified,,,,,,,,,0.142507967808403,,,,,,,,,,,,0.0972610041895898,,,,,,,,,,0.2397689719979928
WEEE_generatedDedicated,WEEE_Cat2,shadowComponentWEEE,,0.0532778280554343,,,0.132958575832445,,0.400045376629142,0.580037751369808,,0.5851691188487,,0.0612202308021404,,0.150940125074471,,0.509884792731336,,0.145919220002133,0.311447357098499,0.494315558855171,0.570055728222914,,,,,0.382501440685697,0.021458889674923,0.519307392471893,,,4.9185393863547064
WEEE_generatedDedicated,WEEE_Cat2,speakerEEE2,0.0356691513282931,0.504108103913411,,,,,,,0.346719587955252,,,,,,,0.281665703685891,,,,,0.456509626422462,,,,,,,,0.545424399228904,,2.170096572534213
WEEE_generatedDedicated,WEEE_Cat2,transformator,,0.324935862103499,,,,,,,0.59085808758735,,,,,,,,,,,,,,,,,,,,,,0.915793949690849
WEEE_generatedDedicated,WEEE_Cat2,transmission,0.0034304369220756,,,,,,,,0.0798979170604172,,,,,,,,,,,,0.504911498216831,,,,,,,,,,0.5882398521993238
WEEE_generatedDedicated,WEEE_Cat2,transmitter,,0.249670675629122,,,,,,,0.104871074252174,,,,,,,,,,,,0.157751337651325,,,,,,,,,,0.512293087532621
WEEE_generatedDedicated,WEEE_Cat2,wheel,,,,,,,,,0.144445644398465,,,,,,,,,,,,0.142194914661689,0.494241310221233,,0.0907152004544893,0.260163298430087,,,,,,1.1317603681659634
WEEE_generatedDedicated,WEEE_Cat3,ComponentShadowWEEE,0.31962272730797,0.552039434251099,0.303779676102146,0.0470224840567447,,,,,0.200921736678513,0.282652919684309,0.37226320153855,,0.216844517168207,,,0.0985893959977187,0.27930938562887,0.400001557941737,0.0583614270516476,,0.178880769724286,,,,,,,,0.22031821275919,0.23650621706088,3.767113662951868
WEEE_generatedDedicated,WEEE_Cat3,ConductivitySensor,,0.548034406791726,,,,,,,0.144781120792488,,,,,,,,,,,,,,,,,,,,,,0.692815527584214
WEEE_generatedDedicated,WEEE_Cat3,LidarSensor (&lt;15cm),0.114857208262073,0.3448528467541,,,,,,,0.26766710735254,0.151819643755593,,,,,,,,,,,0.326909178964679,,,,,,,,,,1.206105985088985
WEEE_generatedDedicated,WEEE_Cat3,MagnetSensor,,0.129057068926902,,,,,,,0.267443548804875,,,,,,,,,,,,0.350336180334363,,,,,,,,,,0.7468367980661399
WEEE_generatedDedicated,WEEE_Cat3,PCBWEEECat,,,,,,,,,,,,,,,,,,0.568772853892176,,,,,,,,,,,,,0.568772853892176
WEEE_generatedDedicated,WEEE_Cat3,PCBunspecified,,,,,,,,,0.0434304456841868,,,,,,,,,,,,,,,,,,,,,,0.0434304456841868
WEEE_generatedDedicated,WEEE_Cat3,PVBacksheet,,,,,,,,,,,,,,,,,,,,0.549665267211039,0.434973472317693,,,,,,,,,,0.984638739528732
WEEE_generatedDedicated,WEEE_Cat3,PVEncapsulationEVA,,,,,,,,,,,,,,,,,,,,,0.583567866588072,,,,,,,,,,0.583567866588072
WEEE_generatedDedicated,WEEE_Cat3,PVFrameAl,,0.466101379619978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.466101379619978
WEEE_generatedDedicated,WEEE_Cat3,PVSolarGlass,,,,,,,,,,0.427390719866754,,,,,,,,,,,,,,,,,,,,,0.427390719866754
WEEE_generatedDedicated,WEEE_Cat3,PVcellSi,,,,,,,,,,,,,,,,,,0.169539791359245,,,,,,,,,,,,,0.169539791359245
WEEE_generatedDedicated,WEEE_Cat3,WEEEEvaporator,,0.527379060064654,,,,,,,,,,,,,,,,,,,,,,,,,,0.0756781235712308,,,0.6030571836358848
WEEE_generatedDedicated,WEEE_Cat3,brush,0.501032137896399,,,,,,,,0.333441672634396,,,,,,,,,,,,0.222602734995657,,,,,,,,,,1.057076545526452
WEEE_generatedDedicated,WEEE_Cat3,cableUnspecified,0.108255507683889,0.184559417443921,,,,,,,0.421588487152498,,,,,,,,,,,,0.146957682132987,,,,,,,,,,0.861361094413295
WEEE_generatedDedicated,WEEE_Cat3,cableWPlug,0.595822728726837,,,,,,,,0.556127639519296,,,,,,,,,,,,0.329969909522748,,,,,,,,,,1.481920277768881
