flow,product,component,material,Ag,Al,As,Bi,Ca,Cl,Cu,Dy,Ga,Mn,Mo,O,Pd,Sc,Sm,Sr,Zr,total
WEEE_generatedDedicated,WEEE_Cat1,cablewire,AlAndAlAlloys,0.21067286312396,,0.111114317840117,,,,0.216218477526693,,0.387743896891945,0.100234031997828,0.345441118850391,,,,0.564043749297856,,,1.93546845552879
WEEE_generatedDedicated,WEEE_Cat1,cablewire,CuAndCuAlloys,0.227608431515251,,,,,,,0.289559978723715,,,,,,,,,0.469251734635634,0.9864201448746
WEEE_generatedDedicated,WEEE_Cat1,cablewire,ferrousMetals,0.270677948911147,,,,0.0662161582010858,,,,0.478945563033779,,0.107877562414124,,,,0.140696541432805,,,1.0644137739929407
WEEE_generatedDedicated,WEEE_Cat1,cablewire,plastics,0.353552223043047,,,,,,,,,,,,,,,,,0.353552223043047
WEEE_generatedDedicated,WEEE_Cat1,capElectrolytic,CuAndCuAlloys,0.427935877305784,,,,,,,0.578097748467952,,,,,,,,,0.301647928776163,1.307681554549899
WEEE_generatedDedicated,WEEE_Cat1,capElectrolytic,undefinedAndMixedMaterials,0.360581942496066,,,,,,,,,,,,,,,,,0.360581942496066
WEEE_generatedDedicated,WEEE_Cat1,casingPlasticBased,AlAndAlAlloys,0.219367014587902,,0.47751333358669,,,,0.594840278970035,,0.0859494107580689,0.149053209633328,0.326070200924459,,,,0.0465668124341203,,,1.8993602608946034
WEEE_generatedDedicated,WEEE_Cat1,casingPlasticBased,CuAndCuAlloys,0.23942698648973,,,,,,,0.0897865193455586,,,,,,,,,0.323706592487455,0.6529200983227436
WEEE_generatedDedicated,WEEE_Cat1,casingPlasticBased,ferrousMetals,0.152952110147121,,,,0.524884333652693,,0.409147426108459,,0.555408571174932,,0.429479510657948,0.385739763642369,,,0.0977970510429272,,,2.5554087664264493
WEEE_generatedDedicated,WEEE_Cat1,casingPlasticBased,otherOrganics,0.367816753578044,,,,,,,,,,,,,,,,,0.367816753578044
WEEE_generatedDedicated,WEEE_Cat1,casingPlasticBased,plastics,0.348183549547187,,,,,,,,,,,,,,,,,0.348183549547187
WEEE_generatedDedicated,WEEE_Cat1,casingPlasticBased,polymerPA6GF30,0.0140367339077397,,,,,,,,,,,,,,,,,0.0140367339077397
WEEE_generatedDedicated,WEEE_Cat1,casingPlasticBased,polymerPPGF30,0.319240826434865,,,,,,,,,,,,,,,,,0.319240826434865
WEEE_generatedDedicated,WEEE_Cat1,casingPlasticBased,polymerPPTF30,0.299138942653682,,,,,,,,,,,,,,,,,0.299138942653682
WEEE_generatedDedicated,WEEE_Cat1,casingSteelBased,ferrousMetals,0.292352062259518,,,,,,0.562814716483061,,0.122525375518238,,0.0379397058114025,0.0967764166380177,,,0.230444334655386,,,1.3428526113656232
WEEE_generatedDedicated,WEEE_Cat1,casingUnspecified,AlAndAlAlloys,0.397484664505974,,0.0541104530285021,,,,0.37633728382087,,0.455254891387409,0.288733209300879,0.23845461674066,,,,0.0895567155365662,,,1.8999318343208604
WEEE_generatedDedicated,WEEE_Cat1,casingUnspecified,CuAndCuAlloys,0.150616384748377,,,,,,,0.524165675139038,,,,,,,,,0.527559653977894,1.202341713865309
WEEE_generatedDedicated,WEEE_Cat1,casingUnspecified,ferrousMetals,0.341968388788508,,,,,,0.206104845472409,,0.0209540857741452,,0.0512391159288276,0.172664040284266,,,0.161825333948276,,,0.9547558101964317
WEEE_generatedDedicated,WEEE_Cat1,casingUnspecified,glass,0.445696736802032,,,,,,,,,,,,0.373002047367234,0.188285311354939,,,0.539747750857788,1.5467318463819932
WEEE_generatedDedicated,WEEE_Cat1,casingUnspecified,otherMetalsAndMetalAlloys,0.120271523876721,0.0881175667589707,,,,,,0.0383346690285528,,,,,,,,,,0.24672375966424454
WEEE_generatedDedicated,WEEE_Cat1,casingUnspecified,plastics,0.445370053640479,,,,,,,,,,,,,,,,,0.445370053640479
WEEE_generatedDedicated,WEEE_Cat1,casingUnspecified,undefinedAndMixedMaterials,0.0774000412529925,,,,,,,,,,,,,,,,,0.0774000412529925
WEEE_generatedDedicated,WEEE_Cat1,compressor,CuAndCuAlloys,0.0918522784907936,,0.358237926513036,,,,0.560422563021933,0.576043684058782,0.151231726109192,0.305956235800668,0.292675162833423,,,,0.0885073119959637,,0.262141846830745,2.6870687356545364
WEEE_generatedDedicated,WEEE_Cat1,compressor,glass,0.0053424335372394,,,,,,,,,,,,0.0257269820514913,0.278500378087511,,,0.441048229850541,0.7506180235267828
WEEE_generatedDedicated,WEEE_Cat1,compressor,otherFerrousAlloys,0.2713283053937,,,,0.149153754748794,,,,0.46396132159478,,0.245478760498046,,,,0.0606618398590083,,,1.1905839820943283
WEEE_generatedDedicated,WEEE_Cat1,compressor,otherOrUndefinedMaterials,0.40472561397535,,,,,,,,,,,,,,,,,0.40472561397535
WEEE_generatedDedicated,WEEE_Cat1,compressor,plastics,0.522201192561617,,,,,,,,,,,,,,,,,0.522201192561617
WEEE_generatedDedicated,WEEE_Cat1,compressor,steelAndSteelAlloys,0.564431400142506,,,,,,0.441845457293167,,0.102127619914535,,0.334040983298385,0.240805950985007,,,0.583667625952197,,,2.2669190375857973
WEEE_generatedDedicated,WEEE_Cat1,displayCRT,AlAndAlAlloys,0.265054726915899,,0.400309287518443,,,,0.259584273201917,,0.309460053114633,0.563406565792442,0.440612450156566,,,,0.562757869486755,,,2.801185226186655
WEEE_generatedDedicated,WEEE_Cat1,displayCRT,glass,0.137813993998353,,,,,,,,,,,,0.550327070641721,0.28265077769058,,,0.27389569105094,1.244687533381594
WEEE_generatedDedicated,WEEE_Cat1,displayLCD,AlAndAlAlloys,0.310646750038995,,0.364548162031341,,,,0.482934056365618,,0.333557094082974,0.323146785509935,0.474279122266683,,,,0.16361887976086,,,2.452730850056406
WEEE_generatedDedicated,WEEE_Cat1,displayLCD,CuAndCuAlloys,0.37908091831146,,,,,,,0.0192883197816253,,,,,,,,,0.265729870658049,0.6640991087511343
WEEE_generatedDedicated,WEEE_Cat1,displayLCD,ferrousMetals,0.31474196197982,,,,,,0.426992360569106,,0.42207850417857,,0.389961689441327,0.279895475757465,,,0.211375464712048,,,2.045045456638336
WEEE_generatedDedicated,WEEE_Cat1,displayLCD,glass,0.10737675972164,,,,,,,,,,,,0.452166108872545,0.529271078952606,,,0.267837266823893,1.356651214370684
WEEE_generatedDedicated,WEEE_Cat1,displayLCD,plastics,0.147151283316107,,,,,,,,,,,,,,,,,0.147151283316107
WEEE_generatedDedicated,WEEE_Cat1,displayLCD,undefinedAndMixedMaterials,0.0171097417115491,,,,,,,,,,,,,,,,,0.0171097417115491
WEEE_generatedDedicated,WEEE_Cat1,displayOther,AlAndAlAlloys,0.317175689844964,,0.454301317311715,,,,0.39619233301744,,0.580273839545391,0.362606430955405,0.191877739874372,,,,0.483407123289509,,,2.785834473838796
WEEE_generatedDedicated,WEEE_Cat1,displayOther,CuAndCuAlloys,0.400032335069249,,,,,,,0.383091584123399,,,,,,,,,0.301851682113068,1.084975601305716
WEEE_generatedDedicated,WEEE_Cat1,displayOther,ferrousMetals,0.0453263521190155,,,,,,0.218420793961503,,0.561231107065319,,0.0119704870482779,0.250469176253193,,,0.223248328094555,,,1.3106662445418633
WEEE_generatedDedicated,WEEE_Cat1,displayOther,glass,0.0869942626334479,,,,,,,,,,,,0.178739800790054,0.0787595159943092,,,0.595597075532255,0.9400906549500662
WEEE_generatedDedicated,WEEE_Cat1,displayOther,otherMetalsAndMetalAlloys,0.16996788141569,0.281554420992323,,,,,,0.451560824371345,,,,,,,,,,0.903083126779358
WEEE_generatedDedicated,WEEE_Cat1,displayOther,plastics,0.50932535715427,,,,,,,,,,,,,,,,,0.50932535715427
WEEE_generatedDedicated,WEEE_Cat1,displayOther,undefinedAndMixedMaterials,0.405640923180119,,,,,,,,,,,,,,,,,0.405640923180119
WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,AlAndAlAlloys,0.186911908892462,,0.555534506481395,,,,0.0340554523304598,,0.107733870285464,0.211318380346323,0.0221587146215239,,,,0.0299735330141301,,,1.1476863659717578
WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,CuAndCuAlloys,0.264841008955877,,,,,,,0.173647806367138,,,,,,,,,0.207328767957467,0.645817583280482
WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,ferrousMetals,0.505759578889085,,,,,,0.501595799275054,,0.553039557048116,,0.260987473306587,0.465006808675811,,,0.208182900281201,,,2.494572117475854
WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,otherMetalsAndMetalAlloys,0.0115285713998889,0.101204360990627,,,,,,0.259064312849493,,,,,,,,,,0.3717972452400089
WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,plastics,0.54115049134475,,,,,,,,,,,,,,,,,0.54115049134475
WEEE_generatedDedicated,WEEE_Cat1,driveCDDInt,undefinedAndMixedMaterials,0.219272489533716,,,,,,,,,,,,,,,,,0.219272489533716
WEEE_generatedDedicated,WEEE_Cat1,driveFDD,AlAndAlAlloys,0.282038360342741,,0.386959439487329,,,,0.14080968208735,,0.213416339902025,0.321320809492169,0.228950748448502,,,,0.359572882277297,,,1.933068262037413
WEEE_generatedDedicated,WEEE_Cat1,driveFDD,ferrousMetals,0.064954475061733,,,,,,0.0380950683905358,,0.200838356598248,,0.146180638740843,0.130474689987987,,,0.209008497536352,,,0.7895517263156988
WEEE_generatedDedicated,WEEE_Cat1,driveHDD,AlAndAlAlloys,0.367984884166369,,0.255154205294497,,,,0.0046291545056297,,0.595795888822064,0.561133299424735,0.311662477853917,,,,0.468270152644515,,,2.564630062711727
WEEE_generatedDedicated,WEEE_Cat1,driveHDD,CuAndCuAlloys,0.0393332925929125,,,,,,,0.411825520622553,,,,,,,,,0.121241810852557,0.5724006240680225
WEEE_generatedDedicated,WEEE_Cat1,driveHDD,ferrousMetals,0.169348614335548,,,,,,0.269576013401833,,0.159792898290448,,0.39737300725466,0.242832807257169,,,0.125951795735642,,,1.3648751362753
WEEE_generatedDedicated,WEEE_Cat1,driveHDD,otherMetalsAndMetalAlloys,0.504724249401253,0.0593528053072258,,,,,,0.270812844462862,,,,,,,,,,0.8348898991713408
WEEE_generatedDedicated,WEEE_Cat1,driveHDD,plastics,0.33438547409519,,,,,,,,,,,,,,,,,0.33438547409519
WEEE_generatedDedicated,WEEE_Cat1,driveHDD,undefinedAndMixedMaterials,0.197268886309915,,,,,,,,,,,,,,,,,0.197268886309915
WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,CuAndCuAlloys,0.535695428880739,,,,,,,0.392672648331504,,,,,,,,,0.191858702989659,1.120226780201902
WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,ferrousMetals,0.443511544788273,,,,,,0.0227474785566201,,0.143480372376886,,0.0838567789731387,0.578403323819773,,,0.347214500713589,,,1.6192139992282797
WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,plastics,0.506329717221587,,,,,,,,,,,,,,,,,0.506329717221587
WEEE_generatedDedicated,WEEE_Cat1,driveUnspecified,undefinedAndMixedMaterials,0.360987594735919,,,,,,,,,,,,,,,,,0.360987594735919
WEEE_generatedDedicated,WEEE_Cat1,electricEngine,AlAndAlAlloys,0.1794745192835,,0.177980405854268,,,,0.40587659067618,,0.412786774344894,0.378694974310684,0.24708230291712,,,,0.017496557437088,,,1.8193921248237341
WEEE_generatedDedicated,WEEE_Cat1,electricEngine,CuAndCuAlloys,0.0735927942458397,,,,,,,0.512961334069376,,,,,,,,,0.526269708577913,1.1128238368931287
WEEE_generatedDedicated,WEEE_Cat1,electricEngine,carbon,0.224669280383372,,,,,,,,,,,,0.523218176889596,0.268197727388717,,,0.172410347371035,1.1884955320327202
WEEE_generatedDedicated,WEEE_Cat1,electricEngine,ferrousMetals,0.484603574585389,,,,0.195807247665088,,0.274130514709101,,0.0560994516638892,,0.155475425147762,0.115191080701436,,,0.307151241164072,,,1.5884585356367371
WEEE_generatedDedicated,WEEE_Cat1,electricEngine,otherOrganics,0.202026758545766,,,,,,,,,,,,,,,,,0.202026758545766
WEEE_generatedDedicated,WEEE_Cat1,electricEngine,plastics,0.582389751973809,,,,,,,,,,,,,,,,,0.582389751973809
WEEE_generatedDedicated,WEEE_Cat1,filterFoamBased,plastics,0.503455703100362,,,,,,,,,,,,,,,,,0.503455703100362
WEEE_generatedDedicated,WEEE_Cat1,gear,plastics,0.387651483856507,,,,,,,,,,,,,,,,,0.387651483856507
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,CuAndCuAlloys,0.0136813545117428,,,,,,,0.002805856379504,,,,,,,,,0.0170706992812964,0.0335579101725432
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,otherOrUndefinedMaterials,0.594532593826134,,,,,,,,,,,,,,,,,0.594532593826134
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,plastics,0.492818498128742,,,,,,,,,,,,,,,,,0.492818498128742
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEairCondenser,steelAndSteelAlloys,0.195598389560163,,,,,,0.354718499006162,,0.594334523966515,,0.447587153442646,0.162818697588872,,,0.282787623993485,,,2.037844887557843
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,AlAndAlAlloys,0.193390205058538,,0.516959987236721,,,,0.496512774784703,,0.279440985064833,0.428700787216571,0.482091744913049,,,,0.333591932617016,,,2.730688416891431
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,CuAndCuAlloys,0.0182598934054507,,,,,,,0.473496126234401,,,,,,,,,0.380215843044757,0.8719718626846087
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,ferrousMetals,0.224006628595887,,,,0.0746659255071095,,0.458935820815609,,0.0492065922540366,,0.1473236603447,0.229835437473215,,,0.554910428441714,,,1.7388844934322711
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,plastics,0.563591722134402,,,,,,,,,,,,,,,,,0.563591722134402
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,steelAndSteelAlloys,0.171249780172664,,,,,,0.552029408503521,,0.443071200758794,,0.453756577883836,0.0779806848772897,,,0.105970442661942,,,1.8040580948580467
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEfan,undefinedAndMixedMaterials,0.539559752501798,,,,,,,,,,,,,,,,,0.539559752501798
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEheatSink,AlAndAlAlloys,0.364845952245371,,0.245408145845759,,,,0.485385472816407,,0.565143832645586,0.319144227609229,0.10820729430447,,,,0.370513271393665,,,2.458648196860487
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEheatSink,CuAndCuAlloys,0.595045177502916,,,,,,,0.471821301911637,,,,,,,,,0.0479544945201515,1.1148209739347046
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEheatSink,ferrousMetals,0.0504396811431614,,,,,,0.0440924423000993,,0.25179541749251,,0.221324254069117,0.0397976895200182,,,0.33407828206288,,,0.9415277665877859
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEheatSink,otherMetalsAndMetalAlloys,0.204805583523053,0.204576856950655,,,,,,0.541815752717333,,,,,,,,,,0.9511981931910409
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEheatSink,plastics,0.509315910034445,,,,,,,,,,,,,,,,,0.509315910034445
WEEE_generatedDedicated,WEEE_Cat1,heatingCoolingEEEheatSink,undefinedAndMixedMaterials,0.565522366554853,,,,,,,,,,,,,,,,,0.565522366554853
WEEE_generatedDedicated,WEEE_Cat1,inductor,CuAndCuAlloys,0.540255531494655,,,,,,,0.364921041628021,,,,,,,,,0.30377949985995,1.2089560729826259
WEEE_generatedDedicated,WEEE_Cat1,inductor,ferrousMetals,0.493820399791344,,,,,,0.284695815653395,,0.382501598958678,,0.361038770503353,0.185832974993399,,,0.543851496073799,,,2.2517410559739677
WEEE_generatedDedicated,WEEE_Cat1,inductor,plastics,0.199941434714095,,,,,,,,,,,,,,,,,0.199941434714095
WEEE_generatedDedicated,WEEE_Cat1,keyboard,AlAndAlAlloys,0.0985190302355297,,0.303402995743724,,,,0.245951333798397,,0.32925993796875,0.112200246637803,0.497564213968372,,,,0.473001616253613,,,2.0598993746061884
WEEE_generatedDedicated,WEEE_Cat1,keyboard,CuAndCuAlloys,0.423822852396731,,,,,,,0.0833624853483927,,,,,,,,,0.549914507699997,1.0570998454451206
WEEE_generatedDedicated,WEEE_Cat1,keyboard,ferrousMetals,0.392611332220784,,,,,,0.495756208937345,,0.319615309213769,,0.384907436197045,0.514896156675826,,,0.117570619468108,,,2.225357062712877
WEEE_generatedDedicated,WEEE_Cat1,keyboard,otherMetalsAndMetalAlloys,0.290364158989902,0.282788564979731,,,,,,0.313548541167658,,,,,,,,,,0.886701265137291
WEEE_generatedDedicated,WEEE_Cat1,keyboard,plastics,0.0107470197933981,,,,,,,,,,,,,,,,,0.0107470197933981
WEEE_generatedDedicated,WEEE_Cat1,keyboard,undefinedAndMixedMaterials,0.263373193979167,,,,,,,,,,,,,,,,,0.263373193979167
WEEE_generatedDedicated,WEEE_Cat1,knob,AlAndAlAlloys,0.314868904669215,,0.135741478299037,,,,0.407397258325776,,0.502063266167004,0.0967998613970524,0.572216485563652,,,,0.273198592533664,,,2.3022858469554004
WEEE_generatedDedicated,WEEE_Cat1,knob,ferrousMetals,0.431168227723322,,,,0.449640631368973,,,,0.59632313020793,,0.582698325423157,,,,0.0823866667336837,,,2.1422169814570657
WEEE_generatedDedicated,WEEE_Cat1,knob,plastics,0.0628942509314987,,,,,,,,,,,,,,,,,0.0628942509314987
WEEE_generatedDedicated,WEEE_Cat1,lenseAssembly,AlAndAlAlloys,0.220125745856614,,0.385407988331791,,,,0.236554463685968,,0.0344801579967318,0.357631514228042,0.143799360930945,,,,0.571352662283165,,,1.9493518933132568
WEEE_generatedDedicated,WEEE_Cat1,lenseAssembly,CuAndCuAlloys,0.427862583012186,,,,,,,0.333771821962449,,,,,,,,,0.232382777184022,0.994017182158657
WEEE_generatedDedicated,WEEE_Cat1,lenseAssembly,ferrousMetals,0.092173205276765,,,,,,0.530669203941051,,0.439466977330324,,0.0373765499581014,0.44342771902185,,,0.442521508751529,,,1.9856351642796206
WEEE_generatedDedicated,WEEE_Cat1,lenseAssembly,glass,0.170752433492934,,,,,,,,,,,,0.194165851182536,0.0350627163847611,,,0.479604854504283,0.8795858555645141
WEEE_generatedDedicated,WEEE_Cat1,lenseAssembly,plastics,0.232653292543262,,,,,,,,,,,,,,,,,0.232653292543262
WEEE_generatedDedicated,WEEE_Cat1,lenseAssembly,undefinedAndMixedMaterials,0.0326841504025228,,,,,,,,,,,,,,,,,0.0326841504025228
WEEE_generatedDedicated,WEEE_Cat1,lightingFlash,AlAndAlAlloys,0.470840017465458,,0.583367387796328,,,,0.383919772836718,,0.513137723896927,0.206100240155212,0.368481607190445,,,,0.408269697414891,,,2.9341164467559793
WEEE_generatedDedicated,WEEE_Cat1,lightingFlash,CuAndCuAlloys,0.486065045004604,,,,,,,0.0387325264319548,,,,,,,,,0.31959193226011,0.8443895036966689
WEEE_generatedDedicated,WEEE_Cat1,lightingFlash,ferrousMetals,0.0289582164973229,,,,,,0.1643882151423,,0.597825399923604,,0.488879499200872,0.548567122417557,,,0.552303969378699,,,2.3809224225603547
WEEE_generatedDedicated,WEEE_Cat1,lightingFlash,glass,0.516120746775308,,,,,,,,,,,,0.579707001887063,0.0378084952925425,,,0.436183867523722,1.5698201114786354
WEEE_generatedDedicated,WEEE_Cat1,lightingFlash,plastics,0.220145595128658,,,,,,,,,,,,,,,,,0.220145595128658
WEEE_generatedDedicated,WEEE_Cat1,lightingFlash,undefinedAndMixedMaterials,0.125926689520186,,,,,,,,,,,,,,,,,0.125926689520186
