,product,component,material,element,process,WEEE_generatedComplementaryExported,WEEE_2RM_thermal2Smelter_other,WEEE_mechRec2_chem,WEEE_generatedComplementaryUndocumented,WEEE_2RM_mechRec1Smelter_other,WEEE_generatedComplementaryMSW,WEEE_wasteBinLandfill,WEEE_2RM_mechRec2Smelter_other,WEEE_wasteBinIncineration,WEEE_thermal_chem,WEEE_2RM_chem2Smelter_other,WEEE_generatedComplementaryMetalScrap,WEEE_collected,WEEE_generatedDedicated,WEEE_mechRec2_thermal,WEEE_mechRec1_mechRec2,WEEE_chem_thermal,WEEE_categ_mechRec2,WEEE_categ_mechRec1,mass_balance
21,WEEE_Cat1,ComponentShadowWEEE,ferrousMetals,Ga,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,226.34488167695224,-81.48415740370281,0.0,-33.951732251542836,,,0.0,0.0,0.0,,0.0,,0.0,0.0,110.90899202170661
22,WEEE_Cat1,ComponentShadowWEEE,ferrousMetals,Mo,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,75.04266877835973,-27.0153607602095,0.0,-11.25640031675396,,,0.0,0.0,0.0,,0.0,,0.0,0.0,36.77090770139626
23,WEEE_Cat1,ComponentShadowWEEE,ferrousMetals,O,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,24.23046379657779,-8.722966966768004,0.0,-3.6345695694866684,,,0.0,0.0,0.0,,0.0,,0.0,0.0,11.872927260323118
24,WEEE_Cat1,ComponentShadowWEEE,ferrousMetals,Sm,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,26.946195048322135,-9.700630217395968,0.0,-4.04192925724832,,,0.0,0.0,0.0,,0.0,,0.0,0.0,13.203635573677847
25,WEEE_Cat1,ComponentShadowWEEE,glass,,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,236.17481502063075,-85.02293340742706,0.0,-35.42622225309461,,,0.0,0.0,0.0,,0.0,,0.0,0.0,115.72565936010906
26,WEEE_Cat1,ComponentShadowWEEE,glass,Ag,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,133.83730520655868,-48.18142987436112,0.0,-20.0755957809838,,,0.0,0.0,0.0,,0.0,,0.0,0.0,65.58027955121375
27,WEEE_Cat1,ComponentShadowWEEE,glass,Pd,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,16.342579176534862,-5.88332850355255,0.0,-2.451386876480229,,,0.0,0.0,0.0,,0.0,,0.0,0.0,8.007863796502082
28,WEEE_Cat1,ComponentShadowWEEE,glass,Sc,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,17.210256674038707,-6.195692402653934,0.0,-2.581538501105806,,,0.0,0.0,0.0,,0.0,,0.0,0.0,8.433025770278967
29,WEEE_Cat1,ComponentShadowWEEE,glass,Zr,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,68.78467396349843,-24.762482626859434,0.0,-10.317701094524764,,,0.0,0.0,0.0,,0.0,,0.0,0.0,33.70449024211423
30,WEEE_Cat1,ComponentShadowWEEE,glassAndCeramics,,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,397.4586150124884,-143.08510140449582,0.0,-59.61879225187326,,,0.0,0.0,0.0,,0.0,,0.0,0.0,194.75472135611932
31,WEEE_Cat1,ComponentShadowWEEE,glassAndCeramics,Ag,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,175.3751730712688,-63.13506230565676,0.0,-26.306275960690318,,,0.0,0.0,0.0,,0.0,,0.0,0.0,85.93383480492172
32,WEEE_Cat1,ComponentShadowWEEE,glassAndCeramics,Pd,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,63.10451402014511,-22.717625047252238,0.0,-9.465677103021767,,,0.0,0.0,0.0,,0.0,,0.0,0.0,30.921211869871108
33,WEEE_Cat1,ComponentShadowWEEE,glassAndCeramics,Sc,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,74.68969245228305,-26.888289282821898,0.0,-11.203453867842457,,,0.0,0.0,0.0,,0.0,,0.0,0.0,36.5979493016187
34,WEEE_Cat1,ComponentShadowWEEE,glassAndCeramics,Zr,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,84.28923546879184,-30.344124768765063,0.0,-12.643385320318776,,,0.0,0.0,0.0,,0.0,,0.0,0.0,41.301725379708
35,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,373.7516265269877,-134.55058554971558,0.0,-56.06274397904816,,,0.0,0.0,0.0,,0.0,,0.0,0.0,183.13829699822398
36,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,Ag,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,1.9797953151958632,-0.7127263134705107,0.0,-0.2969692972793795,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.970099704445973
37,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,Al,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,20.24885034889662,-7.289586125602783,0.0,-3.037327552334493,,,0.0,0.0,0.0,,0.0,,0.0,0.0,9.921936670959344
38,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,As,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,36.74164116054809,-13.226990817797313,0.0,-5.511246174082213,,,0.0,0.0,0.0,,0.0,,0.0,0.0,18.003404168668563
39,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,Ca,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,24.53458431233149,-8.832450352439336,0.0,-3.680187646849723,,,0.0,0.0,0.0,,0.0,,0.0,0.0,12.02194631304243
40,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,Cl,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,11.667416962722914,-4.200270106580249,0.0,-1.750112544408437,,,0.0,0.0,0.0,,0.0,,0.0,0.0,5.717034311734228
41,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,Cu,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,24.91390454599024,-8.969005636556485,0.0,-3.7370856818985354,,,0.0,0.0,0.0,,0.0,,0.0,0.0,12.207813227535219
42,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,Dy,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,16.31935171439477,-5.874966617182117,0.0,-2.4479027571592153,,,0.0,0.0,0.0,,0.0,,0.0,0.0,7.996482340053437
43,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,Ga,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,9.477392636898422,-3.411861349283432,0.0,-1.4216088955347632,,,0.0,0.0,0.0,,0.0,,0.0,0.0,4.643922392080226
44,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,Mn,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,70.53500604508436,-25.39260217623037,0.0,-10.580250906762654,,,0.0,0.0,0.0,,0.0,,0.0,0.0,34.56215296209133
45,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,Mo,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,9.519644675498908,-3.4270720831796067,0.0,-1.4279467013248361,,,0.0,0.0,0.0,,0.0,,0.0,0.0,4.664625890994466
46,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,O,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,12.102395280467581,-4.356862300968329,0.0,-1.8153592920701371,,,0.0,0.0,0.0,,0.0,,0.0,0.0,5.930173687429115
47,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,Pd,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,93.98444464151032,-33.834400070943715,0.0,-14.097666696226549,,,0.0,0.0,0.0,,0.0,,0.0,0.0,46.05237787434006
48,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,Sm,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,21.907006125640255,-7.8865222052304915,0.0,-3.2860509188460383,,,0.0,0.0,0.0,,0.0,,0.0,0.0,10.734433001563724
49,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,Sr,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,16.185676078832465,-5.826843388379687,0.0,-2.4278514118248697,,,0.0,0.0,0.0,,0.0,,0.0,0.0,7.930981278627909
50,WEEE_Cat1,ComponentShadowWEEE,non-ferrousMetals,Zr,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,3.6345166829757196,-1.3084260058712591,0.0,-0.5451775024463579,,,0.0,0.0,0.0,,0.0,,0.0,0.0,1.7809131746581024
51,WEEE_Cat1,ComponentShadowWEEE,otherMetalsAndMetalAlloys,,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,479.64124031912604,-172.67084651488537,0.0,-71.9461860478689,,,0.0,0.0,0.0,,0.0,,0.0,0.0,235.02420775637174
52,WEEE_Cat1,ComponentShadowWEEE,otherMetalsAndMetalAlloys,Ag,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,152.3047010043405,-54.82969236156258,0.0,-22.845705150651074,,,0.0,0.0,0.0,,0.0,,0.0,0.0,74.62930349212685
53,WEEE_Cat1,ComponentShadowWEEE,otherMetalsAndMetalAlloys,Al,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,311.2452647149853,-112.0482952973947,0.0,-46.68678970724779,,,0.0,0.0,0.0,,0.0,,0.0,0.0,152.5101797103428
54,WEEE_Cat1,ComponentShadowWEEE,otherMetalsAndMetalAlloys,Dy,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,16.091274599799974,-5.7928588559279905,0.0,-2.4136911899699958,,,0.0,0.0,0.0,,0.0,,0.0,0.0,7.884724553901988
55,WEEE_Cat1,ComponentShadowWEEE,otherMinerals,,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,340.8404372209437,-122.70255739953974,0.0,-51.12606558314156,,,0.0,0.0,0.0,,0.0,,0.0,0.0,167.01181423826245
56,WEEE_Cat1,ComponentShadowWEEE,otherMinerals,Ag,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,1.1656314040887608,-0.41962730547195387,0.0,-0.1748447106133141,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.5711593880034928
57,WEEE_Cat1,ComponentShadowWEEE,otherMinerals,Pd,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,68.93065156430792,-24.815034563150853,0.0,-10.339597734646189,,,0.0,0.0,0.0,,0.0,,0.0,0.0,33.77601926651088
58,WEEE_Cat1,ComponentShadowWEEE,otherMinerals,Sc,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,74.12671397034462,-26.685617029324064,0.0,-11.119007095551693,,,0.0,0.0,0.0,,0.0,,0.0,0.0,36.32208984546887
59,WEEE_Cat1,ComponentShadowWEEE,otherMinerals,Zr,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,196.61744028220247,-70.78227850159288,0.0,-29.49261604233037,,,0.0,0.0,0.0,,0.0,,0.0,0.0,96.34254573827921
60,WEEE_Cat1,ComponentShadowWEEE,otherOrUndefinedMaterials,,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,113.30608730581524,-40.790191430093486,0.0,-16.995913095872286,,,0.0,0.0,0.0,,0.0,,0.0,0.0,55.51998277984947
61,WEEE_Cat1,ComponentShadowWEEE,otherOrUndefinedMaterials,Ag,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,113.30608730581524,-40.790191430093486,0.0,-16.995913095872286,,,0.0,0.0,0.0,,0.0,,0.0,0.0,55.51998277984947
62,WEEE_Cat1,ComponentShadowWEEE,otherOrganics,,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,265.8980972537745,-95.72331501135882,0.0,-39.884714588066174,,,0.0,0.0,0.0,,0.0,,0.0,0.0,130.2900676543495
63,WEEE_Cat1,ComponentShadowWEEE,otherOrganics,Ag,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,265.8980972537745,-95.72331501135882,0.0,-39.884714588066174,,,0.0,0.0,0.0,,0.0,,0.0,0.0,130.2900676543495
64,WEEE_Cat1,ComponentShadowWEEE,plastics,,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,792.4202596066035,-285.2712934583773,0.0,-118.86303894099052,,,0.0,0.0,0.0,,0.0,,0.0,0.0,388.2859272072357
65,WEEE_Cat1,ComponentShadowWEEE,plastics,Ag,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,792.4202596066035,-285.2712934583773,0.0,-118.86303894099052,,,0.0,0.0,0.0,,0.0,,0.0,0.0,388.2859272072357
66,WEEE_Cat1,ComponentShadowWEEE,undefinedAndMixedMaterials,,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,462.7694426913353,-166.59699936888072,0.0,-69.41541640370029,,,0.0,0.0,0.0,,0.0,,0.0,0.0,226.75702691875426
67,WEEE_Cat1,ComponentShadowWEEE,undefinedAndMixedMaterials,Ag,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,462.7694426913353,-166.59699936888072,0.0,-69.41541640370029,,,0.0,0.0,0.0,,0.0,,0.0,0.0,226.75702691875426
68,WEEE_Cat1,ComponentShadowWEEE,wood,,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,490.6438668885068,-176.63179207986244,0.0,-73.59658003327601,,,0.0,0.0,0.0,,0.0,,0.0,0.0,240.41549477536833
69,WEEE_Cat1,ComponentShadowWEEE,wood,Ag,WEEE_complementary_collection(MSW),0.0,,,0.0,0.0,490.6438668885068,-176.63179207986244,0.0,-73.59658003327601,,,0.0,0.0,0.0,,0.0,,0.0,0.0,240.41549477536833
70,WEEE_Cat1,ConductivitySensor,,,WEEE_complementary_collection(MSW),0.0,,,0.0,,24654.265448918108,-8875.535561610519,,-3698.139817337716,,,0.0,0.0,0.0,,,,0.0,0.0,12080.590069969872
71,WEEE_Cat1,ConductivitySensor,CuAndCuAlloys,,WEEE_complementary_collection(MSW),0.0,,,0.0,,8014.015221370024,-2885.0454796932086,,-1202.1022832055035,,,0.0,0.0,0.0,,,,0.0,0.0,3926.8674584713126
72,WEEE_Cat1,ConductivitySensor,ferrousMetals,,WEEE_complementary_collection(MSW),0.0,,,0.0,,16640.25022754808,-5990.490081917309,,-2496.037534132212,,,0.0,0.0,0.0,,,,0.0,0.0,8153.722611498559
73,WEEE_Cat1,LED,,,WEEE_complementary_collection(MSW),0.0,,,0.0,,11740.69193415892,-4226.649096297211,,-1761.103790123838,,,0.0,0.0,0.0,,,,0.0,0.0,5752.939047737871
74,WEEE_Cat1,LidarSensor (&lt;15cm),,,WEEE_complementary_collection(MSW),0.0,,,0.0,,1593.992799214902,-573.8374077173647,,-239.0989198822353,,,0.0,0.0,0.0,,,,0.0,0.0,781.0564716153021
75,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,,WEEE_complementary_collection(MSW),0.0,,,0.0,,54.149106380076404,-19.493678296827504,0.0,-8.12236595701146,,,0.0,0.0,0.0,,,,0.0,0.0,26.53306212623744
76,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,Ag,WEEE_complementary_collection(MSW),0.0,,,0.0,,2.830387144905826,-1.0189393721660973,0.0,-0.4245580717358739,,,0.0,0.0,0.0,,,,0.0,0.0,1.3868897010038548
77,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,As,WEEE_complementary_collection(MSW),0.0,,,0.0,,9.339097411850329,-3.362075068266118,0.0,-1.4008646117775492,,,0.0,0.0,0.0,,,,0.0,0.0,4.576157731806662
78,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,Cu,WEEE_complementary_collection(MSW),0.0,,,0.0,,1.9546887162098074,-0.7036879378355306,0.0,-0.2932033074314711,,,0.0,0.0,0.0,,,,0.0,0.0,0.9577974709428059
79,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,Ga,WEEE_complementary_collection(MSW),0.0,,,0.0,,21.957059305407295,-7.904541349946626,0.0,-3.293558895811094,,,0.0,0.0,0.0,,,,0.0,0.0,10.758959059649575
80,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,Mn,WEEE_complementary_collection(MSW),0.0,,,0.0,,3.638297689837426,-1.3097871683414732,0.0,-0.5457446534756139,,,0.0,0.0,0.0,,,,0.0,0.0,1.7827658680203389
81,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,Mo,WEEE_complementary_collection(MSW),0.0,,,0.0,,8.208338782482077,-2.9550019616935477,0.0,-1.2312508173723116,,,0.0,0.0,0.0,,,,0.0,0.0,4.022086003416218
82,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,Sm,WEEE_complementary_collection(MSW),0.0,,,0.0,,6.221237329383655,-2.2396454385781155,0.0,-0.9331855994075482,,,0.0,0.0,0.0,,,,0.0,0.0,3.048406291397991
83,WEEE_Cat1,LidarSensor (&lt;15cm),CuAndCuAlloys,,WEEE_complementary_collection(MSW),0.0,,,0.0,,347.02493024303993,-124.92897488749438,,-52.053739536455986,,,0.0,0.0,0.0,,,,0.0,0.0,170.04221581908956
84,WEEE_Cat1,LidarSensor (&lt;15cm),CuAndCuAlloys,Ag,WEEE_complementary_collection(MSW),0.0,,,0.0,,289.7062569184985,-104.29425249065946,,-43.45593853777478,,,0.0,0.0,0.0,,,,0.0,0.0,141.95606589006428
85,WEEE_Cat1,LidarSensor (&lt;15cm),CuAndCuAlloys,Dy,WEEE_complementary_collection(MSW),0.0,,,0.0,,6.504806702721275,-2.341730412979659,,-0.9757210054081913,,,0.0,0.0,0.0,,,,0.0,0.0,3.1873552843334245
86,WEEE_Cat1,LidarSensor (&lt;15cm),CuAndCuAlloys,Zr,WEEE_complementary_collection(MSW),0.0,,,0.0,,50.813866621820104,-18.292991983855238,,-7.622079993273015,,,0.0,0.0,0.0,,,,0.0,0.0,24.89879464469185
87,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,,WEEE_complementary_collection(MSW),0.0,,,0.0,,762.3546231862166,-274.44766434703797,,-114.35319347793249,,,0.0,0.0,0.0,,,,0.0,0.0,373.5537653612461
88,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,Ag,WEEE_complementary_collection(MSW),0.0,,,0.0,,478.69185297724823,-172.32906707180936,,-71.80377794658723,,,0.0,0.0,0.0,,,,0.0,0.0,234.55900795885162
89,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,Ca,WEEE_complementary_collection(MSW),0.0,,,0.0,,17.534157855238377,-6.312296827885815,,-2.630123678285756,,,0.0,0.0,0.0,,,,0.0,0.0,8.591737349066806
90,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,Cu,WEEE_complementary_collection(MSW),0.0,,,0.0,,34.13787054311073,-12.289633395519862,,-5.120680581466609,,,0.0,0.0,0.0,,,,0.0,0.0,16.727556566124257
91,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,Ga,WEEE_complementary_collection(MSW),0.0,,,0.0,,93.24487992454222,-33.568156772835195,,-13.986731988681333,,,0.0,0.0,0.0,,,,0.0,0.0,45.68999116302569
92,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,Mo,WEEE_complementary_collection(MSW),0.0,,,0.0,,32.480035659287154,-11.692812837343375,,-4.872005348893073,,,0.0,0.0,0.0,,,,0.0,0.0,15.915217473050706
93,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,O,WEEE_complementary_collection(MSW),0.0,,,0.0,,3.2149410099268985,-1.1573787635736834,,-0.48224115148903474,,,0.0,0.0,0.0,,,,0.0,0.0,1.5753210948641803
94,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,Sm,WEEE_complementary_collection(MSW),0.0,,,0.0,,103.05088521686258,-37.09831867807053,,-15.457632782529387,,,0.0,0.0,0.0,,,,0.0,0.0,50.49493375626267
95,WEEE_Cat1,LidarSensor (&lt;15cm),glass,,WEEE_complementary_collection(MSW),0.0,,,0.0,,338.5418542741286,-121.87506753868628,,-50.78127814111929,,,0.0,0.0,0.0,,,,0.0,0.0,165.88550859432303
96,WEEE_Cat1,LidarSensor (&lt;15cm),glass,Ag,WEEE_complementary_collection(MSW),0.0,,,0.0,,164.16320046626078,-59.098752167853874,,-24.624480069939114,,,0.0,0.0,0.0,,,,0.0,0.0,80.43996822846779
97,WEEE_Cat1,LidarSensor (&lt;15cm),glass,Pd,WEEE_complementary_collection(MSW),0.0,,,0.0,,90.9850353813517,-32.75461273728661,,-13.647755307202754,,,0.0,0.0,0.0,,,,0.0,0.0,44.58266733686233
98,WEEE_Cat1,LidarSensor (&lt;15cm),glass,Sc,WEEE_complementary_collection(MSW),0.0,,,0.0,,44.37752471672894,-15.975908898022418,,-6.656628707509341,,,0.0,0.0,0.0,,,,0.0,0.0,21.744987111197183
99,WEEE_Cat1,LidarSensor (&lt;15cm),glass,Zr,WEEE_complementary_collection(MSW),0.0,,,0.0,,39.0160937097872,-14.045793735523391,,-5.8524140564680796,,,0.0,0.0,0.0,,,,0.0,0.0,19.117885917795732
100,WEEE_Cat1,LidarSensor (&lt;15cm),plastics,,WEEE_complementary_collection(MSW),0.0,,,0.0,,91.92228513144103,-33.09202264731877,,-13.788342769716154,,,0.0,0.0,0.0,,,,0.0,0.0,45.041919714406106
101,WEEE_Cat1,LidarSensor (&lt;15cm),plastics,Ag,WEEE_complementary_collection(MSW),0.0,,,0.0,,91.92228513144103,-33.09202264731877,,-13.788342769716154,,,0.0,0.0,0.0,,,,0.0,0.0,45.041919714406106
