index,scenario,year,region,flow,product,component,material,element,parameterCode,data,unit,DQS,new_data
65,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,ComponentShadowWEEE,plastics,Ag,e-m,0.193464622016145,%,2,1
66,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,ComponentShadowWEEE,plastics,,m-c,0.392426218101596,%,2,0.035540463661847
67,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,ComponentShadowWEEE,undefinedAndMixedMaterials,Ag,e-m,0.10896439611113,%,1,1
68,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,ComponentShadowWEEE,undefinedAndMixedMaterials,,m-c,0.504994251081316,%,1,0.0353257092606874
69,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,ComponentShadowWEEE,wood,Ag,e-m,0.140019059312552,%,2,1
70,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,ComponentShadowWEEE,wood,,m-c,0.464527080337465,%,1,0.016517112909991
71,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,ConductivitySensor,CuAndCuAlloys,,m-c,0.00376187134094199,%,1,0.965319959860807
72,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,ConductivitySensor,ferrousMetals,,m-c,0.0376099856997399,%,2,0.0346800401391925
73,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,ConductivitySensor,,,c-p,0.0226008329717429,%,1,0.0132789582003024
74,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LED,,,c-p,0.590082135209109,%,1,0.0339879806302257
75,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,Ag,e-m,0.319112841371211,%,3,0.304671212980579
76,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,As,e-m,0.266831943575475,%,2,0.192802030496284
77,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,Cu,e-m,0.458691030010658,%,3,0.108026379908491
78,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,Ga,e-m,0.20602009093715,%,3,0.17964244570703
79,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,Mn,e-m,0.397999485710244,%,2,0.0105025672559253
80,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,Mo,e-m,0.537198209183324,%,3,0.186832165037827
81,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,Sm,e-m,0.0974247676312886,%,1,0.0175231986138636
82,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),AlAndAlAlloys,,m-c,0.00468129943154185,%,1,0.281117428720895
83,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),CuAndCuAlloys,Ag,e-m,0.215766792642024,%,1,0.196341297602924
84,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),CuAndCuAlloys,Dy,e-m,0.549119243157542,%,2,0.648414181637773
85,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),CuAndCuAlloys,Zr,e-m,0.566452153148544,%,1,0.155244520759303
86,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),CuAndCuAlloys,,m-c,0.256541018131684,%,2,0.153079669243707
87,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,Ag,e-m,0.204943429518809,%,2,0.0657641059678464
88,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,Ca,e-m,0.150704604267427,%,3,0.115907724365908
89,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,Cu,e-m,0.328649212567313,%,1,0.179794162292042
90,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,Ga,e-m,0.230911644165488,%,1,0.0808197826867048
91,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,Mo,e-m,0.543286755061929,%,1,0.0669108096996654
92,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,O,e-m,0.554238919775809,%,3,0.296839730410903
93,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,Sm,e-m,0.558673082201086,%,3,0.193963684576931
94,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),ferrousMetals,,m-c,0.544573042249717,%,2,0.191595733264863
95,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),glass,Ag,e-m,0.296518988017441,%,1,0.881849893270092
96,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),glass,Pd,e-m,0.264069007794015,%,1,0.0886472837629279
97,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),glass,Sc,e-m,0.477136005762955,%,2,0.0211274262356928
98,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),glass,Zr,e-m,0.566443620501416,%,3,0.0083753967312878
99,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),glass,,m-c,0.324902170936749,%,3,0.0483243216838595
100,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),,,c-p,0.301548011652763,%,1,0.0101295207878332
101,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),plastics,Ag,e-m,0.38493615425836,%,3,1
102,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),plastics,,m-c,0.45306796669302,%,1,0.325882847086676
103,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,CuAndCuAlloys,Ag,e-m,0.548028992201406,%,2,0.830057949765802
104,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,CuAndCuAlloys,Dy,e-m,0.248569526239934,%,3,0.0888499194787182
105,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,CuAndCuAlloys,Zr,e-m,0.120074241121369,%,2,0.0810921307554801
106,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,CuAndCuAlloys,,m-c,0.0918921806266575,%,3,0.324143053178307
107,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,ferrousMetals,Ag,e-m,0.283535777230228,%,3,0.0634135417160174
108,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,ferrousMetals,Ca,e-m,0.339036965147031,%,2,0.177240147611057
109,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,ferrousMetals,Ga,e-m,0.425505460958929,%,3,0.209793238863643
110,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,ferrousMetals,Mo,e-m,0.43873508067865,%,3,0.0745490226180455
111,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,ferrousMetals,Sm,e-m,0.577416794573593,%,2,0.475004049191237
112,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,ferrousMetals,,m-c,0.42224391277967,%,1,0.0756214654002423
113,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,,,c-p,0.400826964550163,%,2,0.0032843920167847
114,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,plastics,Ag,e-m,0.456402449685429,%,2,1
115,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,plastics,,m-c,0.0645980756936556,%,1,0.60023548142145
116,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBWEEECat,,,c-p,0.17087088487415,%,3,0.0468557318607719
117,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBWEEECat,otherOrUndefinedMaterials,Ag,e-m,0.33975880996626,%,2,1
118,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBWEEECat,otherOrUndefinedMaterials,,m-c,0.400286668659697,%,2,1
119,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,ferrousMetals,Ag,e-m,0.53214577539793,%,1,0.120331156993737
120,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,ferrousMetals,Cu,e-m,0.255923084672253,%,1,0.0843329260679441
121,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,ferrousMetals,Ga,e-m,0.480131849723489,%,1,0.0145361196101277
122,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,ferrousMetals,Mo,e-m,0.252780198182048,%,2,0.42631402645734
123,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,ferrousMetals,O,e-m,0.14768361580715,%,1,0.191309155013466
124,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,ferrousMetals,Sm,e-m,0.0771297230083522,%,2,0.163176615857385
125,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,ferrousMetals,,m-c,0.566647373814281,%,1,1
126,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,,,c-p,0.30522458110232,%,2,0.0138056097498529
127,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVBacksheet,,,c-p,0.215838030896119,%,2,0.0034869260753131
128,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVBacksheet,plasticComposites,Ag,e-m,0.314590508958083,%,2,1
129,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVBacksheet,plasticComposites,,m-c,0.254259202102037,%,2,0.958467035183068
130,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVBacksheet,plastics,Ag,e-m,0.0332698987492531,%,1,1
131,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVBacksheet,plastics,,m-c,0.284013154148522,%,1,0.0415329648169325
132,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVEncapsulationEVA,,,c-p,0.207917720069614,%,1,0.033420067175631
133,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVEncapsulationEVA,plastics,Ag,e-m,0.405638325801208,%,3,1
134,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVEncapsulationEVA,plastics,,m-c,0.521562515651996,%,3,1
135,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,Ag,e-m,0.230793434272004,%,1,0.218107023458624
136,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,As,e-m,0.0272595806380729,%,1,0.169633667012512
137,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,Cu,e-m,0.168487292664366,%,2,0.0387717801258721
138,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,Ga,e-m,0.380480961317271,%,1,0.0449119289860865
139,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,Mn,e-m,0.448411837452755,%,1,0.201273889313193
140,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,Mo,e-m,0.140925601152235,%,3,0.0697937969784995
141,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,Sm,e-m,0.336004663258977,%,2,0.257507914125213
142,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,,m-c,0.381843575827289,%,2,1
143,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,,,c-p,0.481444820223151,%,2,0.0004102750959219
144,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVSolarGlass,glass,Ag,e-m,0.241993152859789,%,1,0.383096385432514
145,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVSolarGlass,glass,Pd,e-m,0.423523006431487,%,3,0.355525129174636
146,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVSolarGlass,glass,Sc,e-m,0.543150006272859,%,3,0.219120279678581
147,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVSolarGlass,glass,Zr,e-m,0.171602285074179,%,2,0.0422582057142694
148,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVSolarGlass,glass,,m-c,3.85264093590187E-05,%,1,1
149,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVSolarGlass,,,c-p,0.556182218337062,%,3,0.0127999227210352
150,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVcellSi,,,c-p,0.245473717083262,%,1,0.0125039268009567
151,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVcellSi,otherOrUndefinedMaterials,Ag,e-m,0.428933565709403,%,3,1
152,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVcellSi,otherOrUndefinedMaterials,,m-c,0.257142803515507,%,3,1
153,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,CuAndCuAlloys,Ag,e-m,0.4920579672258,%,2,0.425774092917714
154,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,CuAndCuAlloys,Dy,e-m,0.245176856679493,%,1,0.31352504880329
155,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,CuAndCuAlloys,Zr,e-m,0.423185425236014,%,2,0.260700858278996
156,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,CuAndCuAlloys,,m-c,0.101879879583636,%,3,0.481784390005872
157,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,,,c-p,0.0223903156688259,%,1,0.0168038039097988
158,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,steelAndSteelAlloys,Ag,e-m,0.403644759450127,%,3,0.234544977958307
159,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,steelAndSteelAlloys,Cu,e-m,0.0270656275823039,%,1,0.107887427325426
160,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,steelAndSteelAlloys,Ga,e-m,0.0744695135040511,%,1,0.276704382435093
161,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,steelAndSteelAlloys,Mo,e-m,0.594622411968785,%,1,0.0186250871797935
162,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,steelAndSteelAlloys,O,e-m,0.512617945481157,%,1,0.21988547078984
163,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,steelAndSteelAlloys,Sm,e-m,0.0511485900627709,%,2,0.142352654311541
164,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,steelAndSteelAlloys,,m-c,0.275271806063787,%,1,0.518215609994128
165,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,AlAndAlAlloys,Ag,e-m,0.408962997320481,%,1,0.418885475376746
166,OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,AlAndAlAlloys,As,e-m,0.214954735403481,%,3,0.0604124731413084
