Scenario,Year,Location,Stock/Flow ID,Layer 1,Layer 2,Layer 3,Layer 4,parameterCode,Value,UoM,DQS
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),n/a,n/a,c-p,0.265,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),plastics,Ag,e-m,0.493,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,LidarSensor (&lt;15cm),plastics,n/a,m-c,0.525,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,CuAndCuAlloys,Ag,e-m,0.109,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,CuAndCuAlloys,Dy,e-m,0.75,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,CuAndCuAlloys,Zr,e-m,0.25,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,CuAndCuAlloys,n/a,m-c,0.0595,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,ferrousMetals,Ag,e-m,0.688,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,ferrousMetals,Ca,e-m,0.033,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,ferrousMetals,Ga,e-m,0.938,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,ferrousMetals,Mo,e-m,0.0075,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,ferrousMetals,Sm,e-m,0.022,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,ferrousMetals,n/a,m-c,0.376,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,n/a,n/a,c-p,0.000551,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,plastics,Ag,e-m,0.125,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,MagnetSensor,plastics,n/a,m-c,0.0683,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBWEEECat,n/a,n/a,c-p,0.0008,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBWEEECat,otherOrUndefinedMaterials,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBWEEECat,otherOrUndefinedMaterials,n/a,m-c,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,ferrousMetals,Ag,e-m,1,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,ferrousMetals,Cu,e-m,0.18,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,ferrousMetals,Ga,e-m,0.725,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,ferrousMetals,Mo,e-m,0.01,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,ferrousMetals,O,e-m,0.08,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,ferrousMetals,Sm,e-m,0.005,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,ferrousMetals,n/a,m-c,1,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PCBunspecified,n/a,n/a,c-p,0.00499,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVBacksheet,n/a,n/a,c-p,0.0065,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVBacksheet,plasticComposites,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVBacksheet,plasticComposites,n/a,m-c,0.5,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVBacksheet,plastics,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVBacksheet,plastics,n/a,m-c,0.5,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVEncapsulationEVA,n/a,n/a,c-p,0.0711,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVEncapsulationEVA,plastics,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVEncapsulationEVA,plastics,n/a,m-c,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,As,e-m,0.97,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,Cu,e-m,0.002,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,Ga,e-m,0.001,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,Mn,e-m,0.0248,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,Mo,e-m,0.002,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,Sm,e-m,0.0003,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,CuAndCuAlloys,n/a,m-c,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVFrameAl,n/a,n/a,c-p,0.122,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVSolarGlass,glass,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVSolarGlass,glass,Pd,e-m,0.265,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVSolarGlass,glass,Sc,e-m,0.00196,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVSolarGlass,glass,Zr,e-m,0.000708,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVSolarGlass,glass,n/a,m-c,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVSolarGlass,n/a,n/a,c-p,0.698,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVcellSi,n/a,n/a,c-p,0.0332,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVcellSi,otherOrUndefinedMaterials,Ag,e-m,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,PVcellSi,otherOrUndefinedMaterials,n/a,m-c,1,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,CuAndCuAlloys,Ag,e-m,0.844,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,CuAndCuAlloys,Dy,e-m,0.75,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,CuAndCuAlloys,Zr,e-m,0.25,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,CuAndCuAlloys,n/a,m-c,0.844,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,n/a,n/a,c-p,0.324,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,steelAndSteelAlloys,Ag,e-m,0.156,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,steelAndSteelAlloys,Cu,e-m,0.18,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,steelAndSteelAlloys,Ga,e-m,0.725,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,steelAndSteelAlloys,Mo,e-m,0.01,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,steelAndSteelAlloys,O,e-m,0.08,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,steelAndSteelAlloys,Sm,e-m,0.005,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,WEEEEvaporator,steelAndSteelAlloys,n/a,m-c,0.156,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,AlAndAlAlloys,Ag,e-m,0.0179,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,AlAndAlAlloys,As,e-m,0.97,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,AlAndAlAlloys,Cu,e-m,0.002,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,AlAndAlAlloys,Ga,e-m,0.001,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,AlAndAlAlloys,Mn,e-m,0.0248,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,AlAndAlAlloys,Mo,e-m,0.002,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,AlAndAlAlloys,Sm,e-m,0.0003,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,AlAndAlAlloys,n/a,m-c,0.0179,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,ferrousMetals,Ag,e-m,0.286,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,ferrousMetals,Ca,e-m,0.033,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,ferrousMetals,Ga,e-m,0.938,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,ferrousMetals,Mo,e-m,0.0075,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,ferrousMetals,Sm,e-m,0.022,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,ferrousMetals,n/a,m-c,0.286,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,n/a,n/a,c-p,0.00464,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,plastics,Ag,e-m,0.696,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,brush,plastics,n/a,m-c,0.696,%,1
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,cableUnspecified,AlAndAlAlloys,Ag,e-m,0.103,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,cableUnspecified,AlAndAlAlloys,As,e-m,0.97,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,cableUnspecified,AlAndAlAlloys,Cu,e-m,0.002,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,cableUnspecified,AlAndAlAlloys,Ga,e-m,0.001,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,cableUnspecified,AlAndAlAlloys,Mn,e-m,0.0248,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,cableUnspecified,AlAndAlAlloys,Mo,e-m,0.002,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,cableUnspecified,AlAndAlAlloys,Sm,e-m,0.0003,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,cableUnspecified,AlAndAlAlloys,n/a,m-c,0.103,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,cableUnspecified,CuAndCuAlloys,Ag,e-m,0.166,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,cableUnspecified,CuAndCuAlloys,Dy,e-m,0.75,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,cableUnspecified,CuAndCuAlloys,Zr,e-m,0.25,%,2
OBS,2020,EU27+4,WEEE_generatedDedicated,WEEE_Cat1,cableUnspecified,CuAndCuAlloys,n/a,m-c,0.166,%,2
