inflow,inflow,inflow,inflow,inflow,outflow,outflow,outflow,outflow,outflow,TC
WEEE_temperatureExchangeEquipment,Cat_1,∅,∅,∅,WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,1.0
WEEE_temperatureExchangeEquipment,Cat_1,∅,∅,∅,WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,1.0
WEEE_temperatureExchangeEquipment,Cat_1,∅,∅,∅,WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,1.0
WEEE_temperatureExchangeEquipment,Cat_1,∅,∅,∅,WEEE_ironCircuit,∅,∅,Brass,∅,1.0
WEEE_temperatureExchangeEquipment,Cat_1,∅,∅,∅,WEEE_ironCircuit,∅,∅,Bronze,∅,1.0
WEEE_temperatureExchangeEquipment,Cat_1,∅,∅,∅,WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,1.0
WEEE_temperatureExchangeEquipment,Cat_1,∅,∅,∅,WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,1.0
WEEE_smallIT,Cat_6,∅,∅,∅,WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,1.0
WEEE_smallIT,Cat_6,∅,∅,∅,WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,1.0
WEEE_smallIT,Cat_6,∅,∅,∅,WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,1.0
WEEE_smallIT,Cat_6,∅,∅,∅,WEEE_ironCircuit,∅,∅,Brass,∅,1.0
WEEE_smallIT,Cat_6,∅,∅,∅,WEEE_ironCircuit,∅,∅,Bronze,∅,1.0
WEEE_smallIT,Cat_6,∅,∅,∅,WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,1.0
WEEE_smallIT,Cat_6,∅,∅,∅,WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,1.0
WEEE_screensAndMonitors,Cat_2,∅,∅,∅,WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,1.0
WEEE_screensAndMonitors,Cat_2,∅,∅,∅,WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,1.0
WEEE_screensAndMonitors,Cat_2,∅,∅,∅,WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,1.0
WEEE_screensAndMonitors,Cat_2,∅,∅,∅,WEEE_ironCircuit,∅,∅,Brass,∅,1.0
WEEE_screensAndMonitors,Cat_2,∅,∅,∅,WEEE_ironCircuit,∅,∅,Bronze,∅,1.0
WEEE_screensAndMonitors,Cat_2,∅,∅,∅,WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,1.0
WEEE_screensAndMonitors,Cat_2,∅,∅,∅,WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,1.0
WEEE_largeEquipment,Cat_4a,∅,∅,∅,WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,1.0
WEEE_largeEquipment,Cat_4a,∅,∅,∅,WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,1.0
WEEE_largeEquipment,Cat_4a,∅,∅,∅,WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,1.0
WEEE_largeEquipment,Cat_4a,∅,∅,∅,WEEE_ironCircuit,∅,∅,Brass,∅,1.0
WEEE_largeEquipment,Cat_4a,∅,∅,∅,WEEE_ironCircuit,∅,∅,Bronze,∅,1.0
WEEE_largeEquipment,Cat_4a,∅,∅,∅,WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,1.0
WEEE_largeEquipment,Cat_4a,∅,∅,∅,WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,1.0
WEEE_smallEquipment,Cat_5,∅,∅,∅,WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,1.0
WEEE_smallEquipment,Cat_5,∅,∅,∅,WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,1.0
WEEE_smallEquipment,Cat_5,∅,∅,∅,WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,1.0
WEEE_smallEquipment,Cat_5,∅,∅,∅,WEEE_ironCircuit,∅,∅,Brass,∅,1.0
WEEE_smallEquipment,Cat_5,∅,∅,∅,WEEE_ironCircuit,∅,∅,Bronze,∅,1.0
WEEE_smallEquipment,Cat_5,∅,∅,∅,WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,1.0
WEEE_smallEquipment,Cat_5,∅,∅,∅,WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,1.0
WEEE_PVPanels,Cat_4b,∅,∅,∅,WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,1.0
WEEE_PVPanels,Cat_4b,∅,∅,∅,WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,1.0
WEEE_PVPanels,Cat_4b,∅,∅,∅,WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,1.0
WEEE_PVPanels,Cat_4b,∅,∅,∅,WEEE_ironCircuit,∅,∅,Brass,∅,1.0
WEEE_PVPanels,Cat_4b,∅,∅,∅,WEEE_ironCircuit,∅,∅,Bronze,∅,1.0
WEEE_PVPanels,Cat_4b,∅,∅,∅,WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,1.0
WEEE_PVPanels,Cat_4b,∅,∅,∅,WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,1.0
WEEE_temperatureExchangeEquipment,Cat_1,∅,∅,∅,WEEE_ironCircuit,∅,Cables,∅,∅,0.05
WEEE_temperatureExchangeEquipment,Cat_1,∅,∅,∅,WEEE_ironCircuit,∅,PCBUnspecified,∅,∅,0.05
WEEE_smallIT,Cat_6,∅,∅,∅,WEEE_ironCircuit,∅,Cables,∅,∅,0.05
WEEE_smallIT,Cat_6,∅,∅,∅,WEEE_ironCircuit,∅,PCBUnspecified,∅,∅,0.05
WEEE_screensAndMonitors,Cat_2,∅,∅,∅,WEEE_ironCircuit,∅,Cables,∅,∅,0.05
WEEE_screensAndMonitors,Cat_2,∅,∅,∅,WEEE_ironCircuit,∅,PCBUnspecified,∅,∅,0.05
WEEE_largeEquipment,Cat_4a,∅,∅,∅,WEEE_ironCircuit,∅,Cables,∅,∅,0.05
WEEE_largeEquipment,Cat_4a,∅,∅,∅,WEEE_ironCircuit,∅,PCBUnspecified,∅,∅,0.05
WEEE_smallEquipment,Cat_5,∅,∅,∅,WEEE_ironCircuit,∅,Cables,∅,∅,0.05
WEEE_smallEquipment,Cat_5,∅,∅,∅,WEEE_ironCircuit,∅,PCBUnspecified,∅,∅,0.05
WEEE_PVPanels,Cat_4b,∅,∅,∅,WEEE_ironCircuit,∅,Cables,∅,∅,0.05
WEEE_PVPanels,Cat_4b,∅,∅,∅,WEEE_ironCircuit,∅,PCBUnspecified,∅,∅,0.05
WEEE_temperatureExchangeEquipment,Cat_1,∅,∅,∅,WEEE_2RM_mechRec1Smelter_CuScrap,∅,Cables,∅,∅,0.95
WEEE_temperatureExchangeEquipment,Cat_1,∅,∅,∅,WEEE_2RM_mechRec1Smelter_CuScrap,∅,PCBUnspecified,∅,∅,0.95
WEEE_smallIT,Cat_6,∅,∅,∅,WEEE_2RM_mechRec1Smelter_CuScrap,∅,Cables,∅,∅,0.95
WEEE_smallIT,Cat_6,∅,∅,∅,WEEE_2RM_mechRec1Smelter_CuScrap,∅,PCBUnspecified,∅,∅,0.95
WEEE_screensAndMonitors,Cat_2,∅,∅,∅,WEEE_2RM_mechRec1Smelter_CuScrap,∅,Cables,∅,∅,0.95
WEEE_screensAndMonitors,Cat_2,∅,∅,∅,WEEE_2RM_mechRec1Smelter_CuScrap,∅,PCBUnspecified,∅,∅,0.95
WEEE_largeEquipment,Cat_4a,∅,∅,∅,WEEE_2RM_mechRec1Smelter_CuScrap,∅,Cables,∅,∅,0.95
WEEE_largeEquipment,Cat_4a,∅,∅,∅,WEEE_2RM_mechRec1Smelter_CuScrap,∅,PCBUnspecified,∅,∅,0.95
WEEE_smallEquipment,Cat_5,∅,∅,∅,WEEE_2RM_mechRec1Smelter_CuScrap,∅,Cables,∅,∅,0.95
WEEE_smallEquipment,Cat_5,∅,∅,∅,WEEE_2RM_mechRec1Smelter_CuScrap,∅,PCBUnspecified,∅,∅,0.95
WEEE_PVPanels,Cat_4b,∅,∅,∅,WEEE_2RM_mechRec1Smelter_CuScrap,∅,Cables,∅,∅,0.95
WEEE_PVPanels,Cat_4b,∅,∅,∅,WEEE_2RM_mechRec1Smelter_CuScrap,∅,PCBUnspecified,∅,∅,0.95
WEEE_lampsDirect_(without_LED),Cat_3,∅,∅,∅,WEEE_2RM_mechRecLampsSmelter_CuScrap,∅,PCBUnspecified,∅,∅,0.95
WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AgAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AlloyZincUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Brass,∅,0.5
WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Bronze,∅,0.5
WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,CopperAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,NiAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AgAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AlloyZincUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Brass,∅,0.5
WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Bronze,∅,0.5
WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,CopperAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,NiAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AgAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AlloyZincUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Brass,∅,0.5
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Bronze,∅,0.5
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,CopperAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,NiAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AgAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AlloyZincUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Brass,∅,0.5
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Bronze,∅,0.5
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,CopperAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,NiAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AgAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AlloyZincUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Brass,∅,0.5
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Bronze,∅,0.5
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,CopperAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,NiAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AgAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AlloyZincUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Brass,∅,0.5
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Bronze,∅,0.5
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,CopperAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,NiAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AgAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AlloyZincUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Brass,∅,0.5
WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Bronze,∅,0.5
WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,CopperAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,NiAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,NiAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.05
WEEE_ironCircuit,∅,∅,Brass,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Brass,∅,0.8
WEEE_ironCircuit,∅,∅,Bronze,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,Bronze,∅,0.85
WEEE_ironCircuit,∅,∅,CopperAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,CopperAlloyUnspecified,∅,0.95
WEEE_ironCircuit,∅,Cables,∅,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,∅,Cu,0.9
WEEE_ironCircuit,∅,PCBUnspecified,∅,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,∅,Cu,0.9
WEEE_ironCircuit,∅,Cables,∅,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,∅,Al,0.01
WEEE_ironCircuit,∅,PCBUnspecified,∅,∅,WEEE_2RM_mechRec2Smelter_CuScrap,∅,∅,∅,Al,0.01
WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AgAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AlloyZincUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Brass,∅,0.5
WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Bronze,∅,0.5
WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,CopperAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AgAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,NiAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AgAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AlloyZincUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Brass,∅,0.5
WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Bronze,∅,0.5
WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,CopperAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AlloyZincUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,NiAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AgAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AlloyZincUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,AluminiumAlloyUnspecified,∅,0.5
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Brass,∅,0.5
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,Bronze,∅,0.5
WEEE_ironCircuit,∅,∅,AluminiumAlloyUnspecified,∅,WEEE_2RM_mechRec2Smelter_AlScrap,∅,∅,CopperAlloyUnspecified,∅,0.5
