layer,key,WEEE_categ_mechRec1,WEEE_categ_mechRec2,WEEE_collected,WEEE_generatedComplementaryExported,WEEE_generatedComplementaryMSW,WEEE_generatedComplementaryMetalScrap,WEEE_generatedComplementaryUndocumented,WEEE_generatedDedicated,WEEE_wasteBinIncineration,WEEE_wasteBinLandfill,WEEE_2RM_mechRec1Smelter_other,WEEE_mechRec1_mechRec2,WEEE_2RM_mechRec2Smelter_other,WEEE_mechRec2_chem,WEEE_mechRec2_thermal,WEEE_2RM_chem2Smelter_other,WEEE_2RM_thermal2Smelter_other,WEEE_chem_thermal,WEEE_thermal_chem
component,displayPlasma,10602.46765110054,23166.92961264071,53177.58738417675,142958.2210929699,124503.86091365428,163510.0974907999,94609.20792164175,328473.98342014686,40575.442292433254,39736.03233108758,23.836283555435507,3.880325229954618,,,,,,,
component,driveCDDExt,3207.7191996809725,5702.381274409048,13019.642631538814,7252.47017629258,14062.49788929892,21421.429620612114,20650.28248906289,49749.90926832652,4342.960123300077,3229.042427810537,1.0368477742371744,5.806347535728178,,,,,,,
component,driveCDDInt,10492.018442826165,19144.98970335913,43243.24534261906,54345.44308773871,72506.33828100364,78738.15781420402,61049.37328858943,180663.60676799604,23897.35559341536,22841.277339882818,1317.6572632823454,2964.7288423852774,,,,,,,
component,driveFDD,9483.5085600015,17533.092555299732,38575.03469723012,28263.91478551838,54622.196148315445,51262.52702015936,46233.60791226219,126931.02547191085,19042.259111634357,17646.691587873018,6.686203682631491,30.087916571841706,,,,,,,
component,driveHDD,9796.782182402998,16402.298592107672,42514.026702671064,60869.64523352022,86184.49702291546,94364.39472136623,70584.04759500857,210364.6746738035,31331.755653720444,24754.974558989517,965.4621298920273,932.1703323095437,,,,,,,
component,driveUnspecified,14384.719827585015,30180.4038387075,69669.43214028222,27199.624342514446,91997.47286709772,96939.18955510095,90205.63626189472,233665.67188243582,41220.37535683178,27380.468289372595,3007.810717742256,626.6272328629701,,,,,,,
component,electricEngine,18595.76819974595,42691.40385689125,102162.02743923302,161612.0792781212,203290.93773353568,239747.25664916533,158889.74121435184,506356.0900849143,82179.41202164581,63219.73964259083,2335.0123627831163,751.9531337776137,,,,,,,
component,filterFoamBased,6681.665176704012,10748.167042064817,22613.506752149282,12721.466685386647,27784.27113249272,21095.865717244287,24024.73718709743,60322.77504883738,6986.162084176383,9426.36868999031,6.8617397017561075,4.5030166792774455,,,,,,,
component,fuse,9851.538560482324,18695.40469665761,42498.426191337225,99974.4936778082,96628.18970745095,107865.36796127554,64925.827028982676,226718.7213080321,30120.95743187091,31729.93527498034,43.76754705141847,24.480153435539144,,,,,,,
component,gear,3647.600073256517,6410.25062176568,15542.960302166266,11795.620312051904,23051.711666355124,25933.856570205833,22706.395528868463,60517.798613119274,8359.725987042824,5996.113860578931,159.9369253581593,135.9463865544354,,,,,,,
component,heatingCoolingEEEairCondenser,5439.8123425022,15736.803055004753,36510.11907767078,22813.561386676472,51867.59199977077,66738.25700151848,51699.25798678961,145095.7476220309,26909.288842718684,15360.16624425335,107.15035028028815,96.43531525225933,,,,,,,
component,heatingCoolingEEEfan,8684.610639205623,14721.494667745583,33887.17741918833,42802.08056800769,61247.749067389734,56880.00833270718,44755.73000015903,137876.4840521871,19936.176890998362,19379.3097392841,55.910477211533724,248.4910098290388,,,,,,,
component,heatingCoolingEEEheatSink,13278.247159606988,19382.05591363629,42885.09561952542,18226.35584645794,53355.82462181233,39025.84909395602,49292.792775985494,116341.83398697904,13189.487514511424,16666.726252185945,381.49610473041935,167.8582860813845,,,,,,,
component,inductor,4262.93654634839,9359.84382995589,22644.31157128782,17458.20212534827,36078.78472939558,40233.73440319255,32063.364535615656,90897.18634150067,16055.485057544329,10309.618758688082,38.15014082873297,125.35046272297977,,,,,,,
component,insulation,7916.965532217337,10465.951353760624,29277.809854820665,67757.12963970631,75956.73839514631,80442.37377377767,54535.997568340055,175384.15199175198,23318.09826484453,21931.999560156157,36.2989985819699,18.775344094122364,,,,,,,
component,keyboard,5138.313096057627,10665.467741698982,24636.779373116893,36705.67161558801,41030.56983491127,58044.85144045134,41934.694973866775,123463.74467043448,14311.32009761511,11738.591722985197,70.65592347723005,80.20402124442329,,,,,,,
component,knob,13982.463738816028,23524.270319200303,52502.77209231851,60878.35366266722,86160.1991505967,83162.58010744366,68368.3921128375,198170.9467467913,26024.703746537187,27881.00937213874,589.6022389399249,1080.937438056529,,,,,,,
component,lenseAssembly,1616.0514064459908,1564.2097823671968,4651.1690431486095,3513.530572521161,8477.066691565256,7393.502302734353,8137.619451208912,19682.299766262866,2181.158560729354,1975.0627959285716,59.38716417439073,37.791831747339565,,,,,,,
component,lighting,11455.276556149696,29500.944936622782,67212.3846143695,55941.90042329108,100146.01137214577,123637.25873934495,93880.3088935564,270304.6801234358,46358.70247088549,30691.74891226454,45.18920727913702,90.37841455827405,,,,,,,
component,lightingFlash,13571.602484327912,23804.718089420596,50618.73154866899,20826.032170813767,58626.58566504078,50397.89928960411,56066.39946284346,137837.2088110785,18235.78795688799,19368.691477785058,168.45474310750916,748.6877471444852,,,,,,,
component,magnetPermanent,13767.89135385828,26963.947079225116,60350.941976347385,63563.620560024996,91513.16300512326,106918.34634638674,85262.43784176304,242287.28329129342,32193.006062186123,28265.513607811565,612.6558350044716,668.351820004878,,,,,,,
component,magnetron,6949.9449580775245,11009.34087621529,27105.999530714453,11388.679745887948,39526.72490254107,35427.70341018142,36769.0244457963,92100.2224983391,14730.104607888565,10970.605441820971,5.924322023782006,13.96447334177187,,,,,,,
component,mainboardInclCPUgpu,7898.718152498071,16210.011871199307,39571.10848489003,123273.18835562655,109541.17203356313,132719.92021517793,72650.9962102273,265720.7247794599,36400.08936696176,35124.58252685528,1.3383675349682196,5.175021135210449,,,,,,,
component,non-electricCoil,6970.755708484752,16941.536637191297,41221.91782397271,35906.703937501996,68474.48717415071,80635.48555215549,61043.9949632905,176586.19675741557,32036.591707326068,20048.778663131758,339.2124294994096,221.22549749961496,,,,,,,
component,nonElectricCoil,13109.936125838743,30311.57648502729,69920.42075651186,61648.87560650471,110181.3485053468,124150.9491642088,95375.0191582518,276917.11900045956,48101.54503179905,34066.2555460788,62.880449612132175,83.8405994828429,,,,,,,
component,onOffSwitch,11031.433429812401,20686.19092721239,48038.47029732976,86388.95150170743,94084.3586660647,111781.66891566337,76202.00124620083,239476.99037012077,30706.62319180408,29180.218466422666,481.6845977164001,649.2270664873218,,,,,,,
component,otherElectricCompUnspecified,5536.843999029204,11582.628931201478,29801.45050563398,56172.5894139603,67662.8284319788,79053.12673217707,51089.67166878203,166676.23770618037,26597.09604232071,20185.1418466159,908.6297654119161,185.85608837971012,,,,,,,
component,otherNonElectricCompUnspecified,4417.712716805826,5789.773306702275,15896.783293290882,35243.83919007518,39416.38532964278,42465.86619051129,29588.06232582944,92950.13868854038,11679.556311805705,11314.151371449896,115.87725071260834,151.53178939341092,,,,,,,
component,passiveJunctionBox,7608.2466029548,20126.99442190809,46290.626911338215,29377.7114187002,64992.632178691936,81404.52690721507,64602.954218964005,180041.2612995502,31985.326390746806,19350.917513600674,20.244388573693367,23.078602974010437,,,,,,,
component,pcbWEEECat,12078.601722809313,23781.894464376324,55704.0813531301,77372.63439361815,100030.20690330908,116585.4614613433,84607.87746407177,255373.01583574802,36257.639967668925,30431.58526041449,,,,,,,,,
component,plug,11459.745565459516,20954.729380725417,44269.64456428873,60517.36004477315,69367.14204406909,75365.5272970185,57343.4087814095,172726.76752546715,19239.53750340907,23006.0008684329,85.98324274447907,49.60571696796869,,,,,,,
component,powerSupply,4545.613653787711,10956.541606842819,25962.307279594206,31383.854810912067,46766.79326440069,54193.71036510394,38068.941324109466,117071.54156856693,20313.20340583212,14444.056772387119,450.07913441063255,525.0923234790713,,,,,,,
component,printedCircuitBoard,15162.218004296037,21735.92160466063,47913.69650644014,25586.86647860861,59115.572049167175,48388.934396883866,58213.76646584809,138367.09118947064,12752.883628838053,17972.01891221123,410.70125110352336,186.68238686523787,,,,,,,
component,pump,4381.679356626152,9781.387062527056,23366.97531201976,22007.588542038564,38377.82220767119,44291.2763635516,33810.800626101045,98180.14068712607,16576.73042955343,11222.169680951873,333.66049289684963,37.07338809964996,,,,,,,
component,refrigerant,13194.160915596316,30350.392620575036,70478.41249132939,38275.34763758832,98128.01272871504,113002.5413909091,96115.52884077147,259934.411551966,45676.5854731544,29018.793121045397,1471.1468965165107,1671.7578369505802,,,,,,,
component,remoteControl,1986.491261416786,3279.0344701079025,7514.71927528943,4900.498285582476,9916.347891490244,10568.415952229843,10272.710506514233,26253.46333314889,3045.5651862023446,2730.3571900282345,29.80541012045688,33.04512861181089,,,,,,,
component,resistor,8899.690115082856,11017.619635834228,27088.51947242928,22621.921429459133,43621.65065415485,36333.715480365136,38475.13480610396,97473.37376177855,10506.904366723164,12260.040932756798,23.7541555571775,10.0653201513464,,,,,,,
component,rotor,15363.166600419763,25068.8267213999,59933.458526213144,58060.868655099905,98805.2331977776,99956.8925178538,86401.91162229874,238806.04658662912,33216.329520132065,29239.72432564383,86.80386427481658,70.38151157417559,,,,,,,
component,screw,5264.391286484288,8422.3819182934,20172.96149471379,8346.00929457361,25143.40477925998,28788.237231143685,30100.022578769698,71808.6558637327,8450.007004915104,6346.1871009171045,641.1303619009873,523.371724000806,,,,,,,
component,sensorUnspecified,15010.886623468146,18377.832849143047,51604.95341509853,24166.662155226808,84363.04947839538,77519.38769626849,83826.31547925452,201633.4754360782,28340.051758635174,20237.070781260645,400.1239625685124,266.7493083790083,,,,,,,
component,shadowComponentWEEE,7030.542031613546,16573.673836070244,38501.626468874776,17528.28634157169,53078.63840495139,58881.37422785346,50749.59350270881,136296.45934500176,25670.98187083219,15901.576015806848,110.92619483505369,134.6960937282795,,,,,,,
component,solenoidValve,3545.9368338338254,4464.233316042297,12367.40839497029,17330.982476380654,25818.711516379724,25544.569990973912,21085.164591923414,60688.138805396695,7870.521256353515,6794.220929482657,43.54547604817978,45.83734320861029,,,,,,,
component,speakerEEE2,18182.60155397553,28318.013429580267,65700.02921695005,104365.8524551926,127686.98949006338,123890.4395447708,93012.48289931907,285928.4825461568,36848.61803767613,40830.22772535811,1207.84826353458,268.4107252299067,,,,,,,
component,switch,5295.671746858098,12745.897060699435,29928.36320549257,26345.415986168216,46397.82400902121,56789.91490311663,43200.40811756543,123991.00179470176,20771.144529991263,13499.887171770803,44.288684031559754,34.600534399656055,,,,,,,
component,tonerCartridge,6656.3680656082815,14568.351198846767,32303.77886052356,17540.126605571255,41207.57547787956,47201.31993395094,41615.949755757036,110402.40643015748,17495.36475158934,12642.477486627904,1.574802993721742,2.2378779384466863,,,,,,,
component,transformator,2778.9868519087904,5505.7633881462625,11596.733199346729,6606.502912861184,13520.473007806304,14402.037097793564,13626.128177210643,35482.666089017555,4630.810276384673,4365.987566663193,88.57478960031226,256.8668898409055,,,,,,,
component,transmission,10874.503481764536,21288.49776629827,51234.99126433287,101346.10767769447,109870.5465722994,130916.00794519397,85094.02583456667,275377.17116811476,38381.996059627956,33901.835356772004,1112.592838237126,879.7245697688904,,,,,,,
component,transmitter,11348.067205633322,26833.463909248625,63142.70796665469,33334.04981578853,90920.39992507377,101381.27182596392,84962.29392667042,232178.5876220372,43736.80022879655,26908.358790452865,35.34796689765598,15.618869094313107,,,,,,,
component,wheel,8477.812535172168,19152.593787985385,48036.04355839855,142797.40341714534,131897.72431800296,163553.9636831652,90289.22471933393,326240.1606172662,47317.41640396184,41501.83460737798,52.01411882526818,21.053333810227596,,,,,,,
material,AlAndAlAlloys,60266.9662315358,124487.79630218472,288419.41292124224,342243.41790755244,491302.9427880306,559878.4389925791,417267.45255208376,1241081.563883071,189004.51497728436,151607.53804959563,2275.126384743763,2430.649554718161,17699.857554956478,15.796411358842164,35.71362568086054,,,,
material,CuAndCuAlloys,80411.648083457,164452.68559341645,374136.06751358695,305708.1056644465,553542.1529065814,612161.770320098,505700.84535646683,1411540.6727903034,218407.88849604296,169445.22250494984,3141.9905094295477,2898.2823499396945,9933.159699211183,1.1324193635640718,4.3409408936622755,,,,
material,MaterialShadowWEEE,679.8539392387597,1250.2677498960857,2669.4469278178117,741.6511637577743,2955.4284617207263,2555.0404894736475,2923.0221411676157,7118.811266446357,1028.8453682444015,957.3400527818612,291.9094492168413,237.4856536001421,123.70935852763726,,,,,,
material,aggregateBinderMixedMaterials,844.0803475812587,1874.2180160623122,4132.547188692309,1282.8884107167598,4759.025169477827,5397.2394466181695,5156.449659196805,13027.0109468185,2148.3113153036343,1451.9968566598316,231.319291901793,188.19196629298415,584.6958950026234,,,,,,
material,bitumen,259.7574057965477,475.94107345355974,1045.5679707830225,1797.440764305257,1983.1855679316104,2080.0307888622583,1425.926895088189,4601.989935699553,605.4919308937529,664.507182920328,0.03621195193557219,0.04397165592176623,0.0070354649474825975,,,,,,
material,carbon,2229.010268562909,5451.439039704467,13230.273116386745,31216.413077904148,31583.94925079988,39250.86107946308,22895.669916572268,79246.69927408773,12122.357384290362,9966.306782792888,484.62046349617657,156.06421705809078,73.35018201730266,,,,,,
material,ceramicComposites,597.373639758073,1314.665836003755,3013.546061040531,1048.9592847064946,3938.7389913363736,4095.3844301702393,3788.7767933276104,9856.525162564823,1841.3310479063123,1194.600872689629,6.526900148960822,7.925521609452427,2.773932563308349,,,,,,
material,concrete,688.694670662871,1830.832057363703,4273.203898245209,1346.72937738133,5646.055009676493,6545.629668182783,5636.504961937737,14964.945447085853,3031.054609453713,1667.6096107362653,0.3026835900362267,0.36754435932970386,0.0477807667128615,,,,,,
material,ferrousMetals,115049.79217056991,200365.7018979067,461711.78817170043,433199.3994762484,721855.5400523569,739942.6471552794,632990.5635912514,1758338.9144080477,244564.80475494085,220092.55879568603,5508.184321932936,4379.5240692246525,10052.557341343976,53.375517509225226,19.860657677851247,,,,
material,glass,19688.28754617169,37755.63395076317,91572.56089000867,105826.3703538282,162425.50906036876,180579.54707470932,137967.97865123747,403826.8932999945,62520.90335610094,47981.457508218715,1054.172883868901,1031.8310819788314,470.27045056305593,,,,,,
material,glassAndCeramics,475.31381728420865,901.1226260850602,2229.519160695343,1858.0847836533253,3722.5218660721735,3976.3952245905452,3286.352382836825,9140.24143128804,1532.0012628856778,1073.6838270710005,81.17983813825983,66.04461407858426,5.34267052930742,,,,,,
material,ironWroughtAndCast,3179.599021943071,7137.221234243806,16973.438938300744,14058.985840407438,27150.255662659078,30175.20040322595,23554.01187631919,67909.10822272359,11972.035389602232,7961.01275242072,193.03373227028644,23.126807322366624,2.765670881771601,,,,,,
material,non-ferrousMetals,465.9560324168951,1201.1445929235456,2521.934210402438,1814.089991997919,2859.4432067838693,4313.782011821575,3482.9295112126933,9408.789840910144,1223.7505659056833,892.3963462536931,76.33775039551945,62.105288457371756,108.76645297630004,,,,,,
material,oil4,240.06579783358413,690.419408795306,1644.1101670877351,601.421282760427,2253.787120510049,2762.55359419752,2280.6140848394675,6148.287305284047,1251.8315698719994,647.547419458544,4.897137293874405,5.946523856847492,0.8919785785271237,,,,,,
material,otherFerrousAlloys,301.9992649099325,841.7763656189661,2007.2395456794331,7060.31774048917,5864.6561426298285,7517.580829717674,3722.0545967058647,14508.834347124088,2088.731685482641,1897.1871163786109,6.940010966353336,6.139240470235643,1.412025308154198,,,,,,
material,otherMetalsAndMetalAlloys,16384.099363431265,29697.91586346919,71055.57481451306,115641.38810941807,140957.0393143489,156815.0950711841,110854.565261714,345589.8064712697,48379.053523425784,43239.04817818018,1363.1228896620814,1133.678529399314,789.1063623707041,35.73109637420924,26.590583348248735,,,,
material,otherMinerals,589.7073517410696,909.6780982961628,2118.78161187103,1155.2449120024185,2432.7039865579586,3234.9506020846266,3352.5083696865877,7880.075452143128,642.1669314315396,583.4043147323335,69.61572973754897,56.63652588817544,16.10131201628049,,,,,,
material,otherOrUndefinedMaterials,64229.81358947497,133555.93195301236,304026.2831140043,341711.3276837367,497524.9097198112,564694.5262616583,426917.7324719034,1258855.1499416162,189960.3360292228,155468.80253589596,3416.8689804195524,4416.848541147527,27102.905805838513,,,,,,
material,otherOrganics,4532.9216853639045,10297.044282044999,24946.88153437992,24291.102531773315,42660.60910087361,48912.468989874025,36849.96968611565,107765.3494982676,18900.27209159633,12681.697929733726,282.43297591891496,160.74902764815744,515.3766725962711,,,,,,
material,plasticComposites,3910.3049109321323,5582.872079682148,14560.57140466133,8586.341826275702,23191.637506647214,22171.744843576533,22100.520991708905,55961.829718119996,8101.95885268939,6001.587591192892,234.0547692921663,604.4927110710775,534.1835014776348,,,,,,
material,plastics,135477.44497983207,259718.59919212345,615904.0972875112,681434.3029722556,1047979.5789479183,1162739.9965880644,903646.6977062185,2619816.8676949856,395185.5879533707,314109.526629207,5693.4066091829445,6897.584998242666,4396.891695241171,,,,,,
material,polymerPA6GF30,3349.5234041067465,4792.296760315398,12014.890034092501,21938.271161373414,26178.8743084505,26419.571616450547,19266.53109478422,59659.243932419704,7685.7617784984695,7900.445126006939,192.3556403813044,541.0286467852865,503.8070567503347,,,,,,
material,polymerPPGF30,853.3759572409328,1556.1145038969526,3325.26928314657,1752.6559755153996,4036.935673488583,3757.6639881091405,3795.89065415201,9723.44203336372,1311.6953350519686,1310.1795253576759,75.24460007950346,219.4634168985517,73.38406220324269,,,,,,
material,polymerPPTF20,2029.2946672271078,5183.137542273711,12679.562933708781,38831.91734014988,34795.5859261319,44300.537692714555,23715.40694630031,87250.36302558506,12772.585447587351,11120.492841576206,12.508965755751607,5.063152805899461,1.7721034820648112,,,,,,
material,polymerPPTF30,3869.865871929576,8602.118142617752,20296.006627840557,59871.56337038575,53451.75721450706,65030.516926710254,35437.81486905943,130257.78167602328,18194.221803804605,17413.686176178027,145.94482804783036,383.1822680712057,52.57467237585784,,,,,,
material,reinforcedPlastics,474.46809449639557,759.8875097880317,1602.0864496938398,407.593142003508,1722.7367906515412,1185.196359866751,1648.855362039221,3763.3167211237574,445.7024591978855,576.528867386644,5.392670626840057,6.5482429040200705,2.1609201583266233,,,,,,
material,sand,321.77729845768727,743.89457923429,1772.6785430176262,842.4953645303875,2527.330278128155,2847.8269330855856,2442.2942485329127,6550.21815695939,1224.0152518537234,732.7571117578707,15.70084045327846,19.065306264695273,1.9065306264695274,,,,,,
